Year,Year_OCD,Diocese,PerCd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,TotPrDio,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Tm,PrshwoResPstr:Lay,Ms,PstrCenter,WoResPstr:Vcnt,WoResPstr:NewPrshCreat,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,ConfratChristDoct:HSStdnts,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Schlstics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,AdltBapt,RcvdFullComm,TotBapt,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
1990,1991,Providence,,,,1,1,1,,1,,263,18,1,67,349,133,482,9,2,,3,,69,147,937,159,145,11,3,,,,,,9,14,,,,,,,1,144087,,,14,755,2,142,5,459,,,8,14222,,,10,118206,2,15,,17,1,3,35,2,8405,4,1646,6,3019,52,11214,4,1108,3,1000,9645,33297,69369,64,,61,248,1382,7808,180,184,8172,6419,5168,2529,535,3064,5962,632931,1005984
1990,1991,Pueblo,,,,,1,,1,,,51,8,1,23,83,56,139,1,,,7,,7,9,136,54,35,19,3,,,,,,61,,,,1,,,,6,378215,,,4,87,,,,,,,1,2380,,,,,,,,7,,,7,,,1,44,1,110,4,968,1,162,,,3027,5928,10246,,,,12,79,2062,101,141,2304,1632,932,341,161,502,1176,87021,485500
1990,1991,Raleigh,,,,,1,,1,,,48,3,2,13,66,52,118,4,1,,1,1,8,5,100,73,40,24,15,,1,7,,1,15,,,1,,,,,1,1768,,,,,1,9,5,417,,,9,13943,,,,,,,,12,,,12,,,1,271,,,16,3742,,,,,2797,8489,15311,,,4,22,197,1473,125,,1598,1505,885,169,398,567,363,76189,3142083
1990,1991,Rapid City,,,,,1,,,,,32,2,,8,42,39,81,2,,,2,3,21,16,98,110,29,20,59,,1,,,,1,4,,,2,,,,,,,,,,,,,,,,1,787,,,,,,,,8,,,8,,,,,2,354,1,490,2,429,,,1561,4549,7391,11,2,6,22,65,949,53,65,1067,848,449,116,134,250,430,38263,211591
1990,1991,Reno-Las Vegas,,,,,1,,,,,41,3,,7,51,38,89,24,1,,1,,9,7,95,48,35,13,,,,,,,20,19,,,,,,,4,434073,,,,,1,,2,,2,,2,,,,,,,,,10,,,10,,,2,1187,,,11,3286,,,,,2613,11536,18632,3,,9,19,153,2862,3134,272,6268,2102,978,789,374,1163,1093,152000,1053230
1990,1991,Richmond,,,,,1,1,1,1,,142,14,3,24,183,47,230,,,,,,6,13,350,120,109,12,,,,4,,1,20,,,1,,,,,5,493651,1,1015,10,972,,,4,312,5,278,1,22,1,30,,,,,,13,,,13,,,6,921,5,792,23,6193,1,345,,,4260,15757,28281,3,,1,40,449,2972,253,275,3500,2698,1241,404,816,1220,832,147240,4249820
1990,1991,Rochester,,,,,1,,2,1,,209,7,2,88,306,86,392,16,1,,,9,72,51,837,161,153,8,13,,,,,,20,,,,,,,,3,301189,,,3,985,1,562,,,4,237,3,50000,6,70,,,,,,9,,,9,,,1,132,6,3480,57,12840,1,171,,,2983,27143,46758,28,,10,124,785,7026,268,403,7697,4689,3188,1978,970,2948,4124,396321,1450336
1990,1991,Rockford,,,,,1,,,1,,119,7,,30,156,66,222,5,,,1,,68,14,495,102,88,7,6,,,1,,,5,49,,,,,,,4,255059,1,196,4,471,,,1,45,1,125,10,141100,2,88,,,,,,12,,,12,,,6,2717,2,705,42,10832,,,,,3759,15386,33411,16,,,41,611,4749,293,302,5344,4185,2288,993,606,1599,1987,239671,1079500
1990,1991,Rockville Centre,,,,,1,4,,,,369,22,3,81,475,81,556,42,4,,4,9,167,106,1742,133,130,3,,,,,,,,,,,,,,,4,349752,,,3,523,4,5892,93,3312,12,321,38,2394,5,591,68,12932,1,30,29,7,,4,41,2,3850,5,3959,9,7608,87,27304,4,661,,,5312,111121,159856,,,64,324,1682,23539,338,411,24288,16979,15688,7278,1475,8753,11607,1362808,2725617
1990,1991,Romanian - St. George's in Canton,,,,,1,,,,,14,1,,6,21,2,23,,,,,,2,,,15,10,1,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,14,37,4,,,,,62,4,5,71,30,68,21,18,39,54,5200,
1990,1991,Sacramento,,,,,1,1,,1,,127,6,,40,173,62,235,13,2,2,4,,78,48,240,95,87,7,1,,,,,,43,,,,,,,,7,352354,2,6205,3,289,2,107,3,320,1,17,7,713457,,,,,,,,24,2,3,27,,,3,1498,3,1996,44,12085,,,1,24,1985,17000,34615,7,3,14,52,713,7591,607,546,8744,5386,4759,1979,746,2725,2457,330000,2584645
1990,1991,Saginaw,,,,,1,,1,,,92,5,2,29,128,17,145,2,,,,,19,2,162,115,87,6,13,,,7,,,,,,,,,,,1,74320,1,12000,1,100,1,68,,,,,5,400,,,,,,,,7,,,7,,,3,789,,,32,5606,,,,,4397,12072,22871,,,,29,305,2563,111,314,2988,2505,1797,810,511,1321,1587,158125,713420
1990,1991,Salina,,,,,1,,,,,53,4,,6,63,24,87,,1,,,,,4,280,95,42,11,41,,,1,,,4,,,,2,,,,4,89921,,,3,275,1,37,,,,,,,,,1,250,,,,10,,,10,,,4,352,1,305,12,2040,,,,,2064,7074,11845,10,,1,19,177,1125,127,110,1362,1008,678,287,251,538,613,58914,331450
1990,1991,Salt Lake City,,,,,1,,1,1,1,35,7,2,8,52,41,93,8,,,2,,25,16,90,43,30,12,,,,,,1,19,,,,,,,,3,247397,,,1,310,,,6,373,2,633,3,281788,,,,,,,,17,1,3,20,,,2,1093,,,9,2539,,,,,1218,5522,10392,5,,,17,174,1671,328,168,2167,1346,886,206,210,416,465,67120,1722850
1990,1991,San Angelo,,,,,1,,,,,32,8,,12,52,,81,2,3,,1,,45,,29,49,26,18,4,,,1,,,23,1,,,,,,,1,54670,,,,,,,,,,,,,,,,,,,,6,,,6,,,,,,,3,722,,,,,3566,9441,13735,,,,5,48,2536,118,99,2753,2160,812,408,112,520,884,76653,674500
1990,1991,San Antonio,,,1,1,,2,1,,,121,12,1,23,157,236,393,58,2,2,2,9,203,117,1060,138,90,40,,,,,,,46,,1,,,,,,4,123809,5,36932,7,561,1,48,29,2384,5,1120,4,213946,,,2,8919,1,16,42,2,9,34,52,4,9435,4,703,7,1856,37,9542,5,1367,2,360,11492,35208,70015,51,,38,219,1128,13174,378,433,13985,9191,4855,2214,485,2699,4531,605221,1627634
1990,1991,San Bernardino,,,,,1,,,,,103,7,1,38,149,71,220,43,4,,,7,74,18,202,95,72,20,2,,,1,,,5,,,,,,,,2,271841,,,,,,,,,1,,,,,,,,,,,29,,,,,,2,1050,,,31,8269,,,,,5813,30241,45402,4,,,61,332,9059,498,960,10517,7415,2030,1348,421,1769,2665,482311,2549055
1990,1991,San Diego,,,,1,1,1,1,1,,140,8,,65,213,84,297,117,1,,,,74,23,419,99,86,13,,,,,,,16,30,,5,,,,,1,305073,,,2,288,1,40,8,162,2,70,5,1077450,1,44,1,68,1,10,1,18,,,28,1,6027,3,1869,2,1145,44,11830,1,356,,,6435,24527,52217,19,,2,87,1077,12056,449,756,13261,7444,3166,1946,778,2724,2515,561021,2573576
1990,1991,San Francisco,,,1,,,2,,,,187,11,1,62,261,251,512,65,2,,2,19,37,56,1072,104,84,19,1,,,,,,9,,,,,,,,3,270000,6,700,,,1,70,,,1,275,3,3500,,,,,1,5,89,7,1,6,18,3,8633,5,3177,10,3679,62,19737,5,1526,,,1574,11403,49747,85,4,23,215,2013,7543,474,374,8391,4578,2371,1745,725,2470,4452,400000,1700000
1990,1991,San Jose,,,,,1,,,,,75,7,1,19,102,220,322,22,2,,,,20,84,490,47,38,9,,,,,,,3,5,,,,,,,3,179020,,,3,255,,,1,200,,,,,,,1,6,1,4,32,,,5,9,2,7710,2,1103,4,3376,28,8928,,,,,2180,14679,37985,69,2,14,64,860,8476,347,334,9157,4706,1742,1316,495,1811,1964,365875,1463500
1990,1991,Santa Fe,,,1,,,,,1,,87,10,1,41,139,101,240,5,4,,3,4,98,71,330,91,67,21,3,,,,,,216,4,,,,,,,3,30000,2,5000,2,175,1,110,,,1,170,1,2000,,,,,1,2,16,13,,,15,1,1300,1,746,2,436,18,4213,,,,,1650,23000,31360,4,,4,5,242,6738,210,279,7227,4743,2238,1334,254,1588,2525,270828,850000
1990,1991,Santa Rosa,,,,,1,,1,,,61,3,,17,81,14,95,14,1,,1,,9,49,110,41,40,1,,,,,,,22,15,,,,,,,4,331592,,,3,69,1,84,2,140,1,40,12,305854,,,,,,,,8,,,8,,,3,783,4,791,12,2944,2,96,,,1049,5439,11110,1,,,27,228,2694,114,58,2866,1592,540,453,303,756,1030,108073,771950
1990,1991,Savannah,,,,,1,,,,,49,8,1,5,63,42,105,6,1,,,,32,13,168,48,32,16,,,,,,,33,,,,,,,,3,161090,2,15007,,,1,40,,,,,10,,,,,,,,,5,2,,5,,,2,616,3,1320,15,3813,,,,,1083,3967,10804,12,,6,32,327,1168,213,289,1670,1183,973,187,219,406,498,59707,2535067
1990,1991,Scranton,,,,,1,1,2,,,310,21,,46,377,98,475,12,6,,4,,5,5,1015,219,214,5,,,,,,,76,,,,,,,,5,460375,2,237,5,595,4,436,2,95,2,165,12,202301,,,,,1,13,10,21,1,1,35,4,11807,9,2772,1,781,56,13960,,,,,7182,26391,62928,11,1,4,272,1143,5764,247,222,6233,4943,4767,1891,687,2578,5100,351140,991854
1990,1991,Seattle,,,2,1,,,,1,1,140,11,1,52,204,151,355,18,,2,,,100,34,653,134,108,19,,1,,4,,2,36,,,1,,,,,10,637176,,,3,,,,7,,,,29,40000,,,1,,,,,12,,,12,2,5686,3,1920,5,2600,52,13852,1,401,,,5590,23649,53710,21,,15,53,1101,5334,1747,564,7645,4971,2967,1115,1406,2521,2729,336234,3744543
1990,1991,Shreveport,,,,,1,,,,,33,5,,8,46,10,56,4,1,,,,8,1,82,35,24,7,4,,,,,,16,2,,,,,,,2,147234,,,1,132,,,8,240,1,700,,,1,184,2,2556,,,,8,,,8,,,2,686,,,11,2343,,,,,715,3277,7029,,,1,13,165,664,82,105,851,630,618,90,148,238,335,41165,793242
1990,1991,Sioux City,,,,,1,,,,,146,12,1,35,194,1,195,,1,,,,32,,162,117,106,,11,,,,,,17,6,,,1,,,,3,133360,1,650,3,326,,,1,,1,39,3,,,,,,,,,10,,,10,1,747,8,2282,,,29,7213,,,,,3304,9088,22644,19,,,46,510,1983,156,257,2396,2244,1708,455,426,881,1124,101799,487200
1990,1991,Sioux Falls,,,,,1,,,1,3,97,7,1,27,132,42,174,8,3,,2,,13,23,518,159,78,13,58,,,7,3,,,12,,,1,,,,9,208303,,,9,,,,,,,,3,,1,,,,,,,18,1,2,20,3,1535,3,903,,,23,3517,1,171,,,5128,12277,23551,3,,,15,289,2049,349,,2398,2367,1324,449,429,878,1002,113880,479000
1990,1991,Spokane,,,,,1,,1,,1,55,4,1,32,92,95,187,7,2,,,,33,14,289,81,44,5,25,1,,5,,,5,1,1,,,,,,6,301103,2,12400,11,916,1,51,14,611,4,198,2,249,2,56,2,791,2,3,2,6,1,1,10,1,9081,1,863,1,785,17,4107,,,,,1311,4321,20478,16,,3,3,59,1319,221,114,1654,884,432,290,201,491,1003,76304,603491
1990,1991,"Springfield, IL",,,,,1,,,,,119,13,1,42,175,76,251,2,1,,1,,6,18,809,172,98,16,54,,,4,,,22,,,,,,,,9,688809,,,3,412,1,130,1,150,1,200,,,1,96,1,250000,,,,11,1,7,18,2,1940,2,937,5,1737,56,12212,,,,,2641,10375,29860,3,,1,70,674,2872,370,411,3653,2899,223,662,706,1368,1866,180471,1106124
1990,1991,"Springfield, MA",,,,,1,1,,,,181,11,,56,248,91,339,4,1,1,1,,23,15,833,135,121,9,5,,,,,,15,1,,,,,,,2,183523,1,110,3,462,1,751,2,191,2,1138,1,417,1,3500,6,40305,,,,14,1,12,26,1,1161,4,2526,,,31,8759,,,1,350,9551,23143,45516,5,,,119,482,5410,172,164,5746,4349,3424,1895,492,2387,4261,314796,812322
1990,1991,Springfield-Cape Girardeau,,,,,1,,,1,1,59,7,,14,80,55,135,6,1,,,,6,65,169,64,50,14,5,,,,,,22,,,,,,,,7,229920,,,2,394,,,,,1,226,,,,,1,250000,,,,11,2,16,27,,,3,608,,,23,2896,,,,,1476,3691,8698,1,,,22,195,847,426,244,1517,1194,713,173,262,435,521,49253,1059206
1990,1991,St. Augustine,,,,,1,,1,,,73,8,,3,84,22,106,9,3,,,,12,1,127,50,46,4,2,,,,,,9,,,,,,,,1,181926,,,2,292,,,4,175,1,222,4,26850,1,21,,,,,,6,,,6,,,2,1119,,,16,5137,,,1,65,908,7279,14514,1,,,22,289,1835,92,192,2119,1529,1239,378,359,737,803,94057,1402110
1990,1991,St. Cloud,,,,,1,,1,1,2,112,9,4,33,158,129,287,4,3,5,3,,24,77,665,144,96,22,26,,,,,,,,,,,,,,5,230832,,,15,1630,,,,,,,1,125,,,1,80,,,,11,1,12,23,2,3818,1,376,1,216,37,6206,,,5,30,8158,16870,35697,53,,4,73,734,2962,16,100,3078,3522,2339,928,366,1294,1284,152974,409791
1990,1991,St. Josaphat in Parma-Ukranian,,,,,1,,,,,31,,,7,38,2,40,,,,,,1,,10,35,27,2,6,,,,,,2,,,,,,,,,,,,1,55,,,,,,,,,,,,,,,,3,3,,,,,,,,,2,346,,,,,80,422,851,,,,4,22,206,1,5,212,163,,38,40,78,269,11893,
1990,1991,St. Louis,,1,1,,,3,2,1,1,470,12,7,51,540,431,971,18,4,12,9,,142,189,2867,245,227,18,,,,,,,8,,,,,,,,12,859760,,,10,32031,11,4896,4,10112,8,3100,16,34616,,,,,2,49,29,3,8,64,116,2,13013,15,6449,15,7396,159,43204,9,2100,8,820,1068,19764,93930,85,24,29,455,3060,9415,612,1924,11951,8319,5449,2248,1311,3559,4768,542766,2005499
1990,1991,St. Maron,,,1,,,1,,,,57,3,,14,74,50,124,,2,,1,,10,13,6,51,50,1,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,4,,,9,,,,,,,,,,,,,212,1017,1238,,,,,,650,20,13,683,220,460,237,68,305,241,52841,
1990,1991,St. Nicholas- Ukranian,,,,,1,,,1,,26,1,,9,36,13,49,1,,,1,1,9,2,10,32,27,,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,1,74,,,2,467,,,,,62,232,839,2,,,8,33,289,19,42,350,111,350,105,42,147,278,17890,
1990,1991,St. Paul and Minneapolis,,,1,,,3,1,,,269,17,4,81,371,147,518,25,6,1,2,7,129,72,1311,218,176,32,10,,,,,,5,4,,1,2,,,,6,247254,,,6,5063,1,3850,,,4,,1,,,,,,2,51,93,,,,51,3,16745,8,4260,4,2100,104,25983,1,243,,,20971,43477,113830,5,,17,221,2384,13057,478,917,14452,10557,8053,2988,1866,4854,4785,652240,2490117
1990,1991,St. Petersburg,,,,,1,,2,1,2,98,11,,10,119,106,225,26,3,2,5,50,,52,366,70,55,15,,,,,,,3,,,4,,,,,2,191692,2,391,,,,,,,3,150,5,2802,,,,,,,,25,,,25,1,5532,3,1566,2,903,28,7887,3,937,2,153,2075,13925,33003,3,,6,31,919,4215,705,516,5436,4043,2523,1044,910,1954,3850,308855,2206111
1990,1991,St. Thomas the Apostle,,,,,1,,,,,10,2,,3,15,,15,,,,,,43,,10,10,9,,1,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,4,,,,,,,,,,,,,,,4,,,,,,940,1,,941,465,941,201,23,224,100,52000,
1990,1991,Stamford-Ukranian,,,,,1,,,,,45,1,,11,57,17,74,5,2,,1,,4,2,50,51,40,4,6,1,,,,,4,2,,,,,,,,,,,1,31,,,1,44,,,,,,,,,1,1,,4,1,8,13,,,1,128,1,25,5,510,,,,,137,871,1684,,,,6,116,279,6,3,288,173,288,115,32,147,444,38495,
1990,1991,Steubenville,,,,,1,,,,,90,7,1,43,141,12,153,,1,,,,2,6,104,75,64,,11,,,,,,11,,,,1,,,,1,65504,4,,1,87,1,132,,,,,1,10000,1,132,,,,,,6,,,6,1,1750,3,679,,,14,2245,4,533,1,41,1887,3103,10244,3,,,25,173,867,123,234,1224,906,711,216,256,472,708,48255,520600
1990,1991,Stockton,,,,,1,,,,,49,3,1,10,63,25,88,12,,,3,17,17,6,68,31,25,6,,,,,,,14,2,,,,,,,3,238043,1,200,,,,,,,,,4,14000,,,,,,,,18,18,,,,,2,969,,,12,3198,,,,,2075,8859,15119,5,,3,24,212,3988,236,4224,2041,891,478,206,206,684,1166,163917,884800
1990,1991,Superior,,,,,1,,1,,,68,5,,14,87,19,106,2,,,,,19,,133,70,55,14,,,,1,,,60,,,2,,,,,3,50364,,,2,335,,,6,312,,,,,8,64,22,2236,,,,10,,,10,,,,,,,19,3216,,,,,3747,8607,15580,,,,24,158,1542,117,129,1788,1675,1139,362,298,660,1177,82123,308738
1990,1991,Syracuse,,,,,1,1,1,,,270,18,2,53,343,75,418,3,1,,1,3,50,22,595,172,159,9,4,,,,,,18,,,,,,,,3,671112,5,517,2,708,,,,,,,,,,,,,,,,15,2,13,28,1,2367,6,1848,1,361,57,9687,,,,,9828,40305,64424,15,,10,159,821,7253,276,465,,,,,,,,,
1990,1991,Toledo,,,,,1,1,1,,,164,9,2,47,222,64,286,4,,2,,10,175,12,984,163,114,9,29,2,,5,,,15,,,2,4,,,,8,560724,,,2,423,1,102,2,150,,,3,90,,,,,,,,35,,,35,1,1049,10,3756,4,2649,87,22853,5,780,,,4090,18417,53629,22,,,203,1305,5097,,2485,7582,5378,3761,1422,1164,2586,3073,327461,1486610
1990,1991,Trenton,,,,,1,1,1,,,177,17,,66,260,80,340,35,1,,4,11,183,60,616,124,104,20,,,,,,,13,,,,,,,,2,113628,1,77,1,75,19,41,2,246,19,14117,30,62291,,,1,3550,,,,20,,2,22,1,2321,8,7104,3,1111,59,19566,3,720,4,,8215,20286,59576,17,,25,325,1326,10661,328,389,11378,8940,7702,2610,1016,3626,5613,639368,1707217
1990,1991,Tucson,,,,,1,,1,,,74,11,,26,111,80,191,42,3,,,,58,17,351,63,51,12,,,,,,,42,15,,,,,,,3,151375,1,36753,1,110,,,,,,,1,218400,,,1,18000,,,,23,,,23,,,1,1286,3,264,19,4484,3,319,,,3374,14154,23904,7,,5,85,279,6096,322,61,6479,4077,1601,888,219,1107,1857,337368,1093483
1990,1991,Tulsa,,,,,1,,,,,56,4,,9,69,29,98,6,2,1,4,2,34,6,172,84,43,10,29,1,,1,,,,,,,,,,,2,284429,,,1,126,,,,,4,68,1,29743,,,,,,,,18,,,18,,,1,770,1,280,10,1589,2,1428,,,1423,4499,10007,5,,6,20,271,892,162,240,1294,1055,596,188,300,488,589,51558,1256500
1990,1991,Tyler,,,,,1,,,,,22,,,1,23,16,39,3,2,,,25,,1,69,27,17,10,,,,,,,15,,,,,,,,2,83610,,,,,,,2,122,,,,,,,,,,,,3,,,3,,,1,176,,,4,913,,,,,802,3911,5805,,,,5,64,797,149,131,1077,785,471,104,136,240,219,30579,1167000
1990,1991,Van Nuys- Byzantine,,,,,1,,,,,23,,,1,24,1,25,,,,,,5,2,,25,14,,10,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,,,,,,1,35,,,,,135,526,698,,,,,,74,12,,86,43,87,16,6,22,25,17220,
1990,1991,Venice,,,,,1,,1,,,66,4,2,4,76,56,132,68,,,2,5,34,22,151,48,37,9,1,,,,,,7,,1,2,,,,,1,45458,,,5,457,,,,,1,20,20,156096,,,,,,,,14,,,14,,,3,935,,,9,2519,,,,,891,7117,11476,4,,4,16,191,2419,362,124,2905,1901,1038,472,387,859,1588,157802,1232830
1990,1991,Victoria,,,,,1,,,,,44,2,,6,52,16,68,1,1,,,9,11,1,143,48,39,5,4,,,,,,22,,,,,,,,1,11123,,,1,59,,,,,,,,,,,,,,,,7,,,7,,,2,167,1,270,11,1951,1,480,,,3037,6476,12388,,,,20,123,1726,165,71,1962,1766,972,324,153,477,910,117000,228183
1990,1991,Washington,1,,,,,3,1,1,2,260,22,1,62,345,670,1015,28,5,9,4,11,183,151,1002,136,117,15,,,,,,,8,1,,,,,,,3,342392,3,8215,5,633,1,320,5,2620,15,9992,18,170138,12,169,15,5096,1,5,46,37,23,190,232,3,15347,1,720,18,6965,74,20490,11,1060,1,63,2885,21938,69700,42,,35,175,1595,7895,593,519,9007,5156,3792,1806,1286,3092,2918,400000,2236000
1990,1991,Wheeling-Charleston,,,,,1,,,,,95,2,,32,129,64,193,5,3,,1,,32,6,363,126,80,29,12,1,11,3,,,41,37,,,,,,,5,332984,2,,5,,1,,6,,1,,5,,,,,,,,,20,,,20,1,1379,7,1347,1,51,29,5328,3,539,,,2125,7350,18139,12,,1,53,475,1382,275,305,1962,1836,1170,308,450,758,1271,105862,1793477
1990,1991,Wichita,,,,,1,,1,,,108,6,4,23,141,9,150,,2,,3,,1,2,455,112,80,2,30,,,,,,,,,,,,,,6,183336,,,2,244,,,,,2,1054,1,11339,,,2,9785,,,,28,,,28,1,956,4,1525,,,32,6830,,,,,2575,7786,19700,4,,,67,450,2270,295,215,2780,2182,1335,416,446,862,658,97979,888275
1990,1991,Wilmington,,,,,1,,,,1,105,14,,13,132,92,224,7,1,,,,43,38,362,56,49,6,1,,,,,,19,10,,,,,,,1,187346,,,4,385,3,71,,,,,13,54874,,,9,199425,,,,6,,,6,,,4,2458,3,1685,25,8864,5,1123,2,153,1116,8785,24190,22,,4,59,681,4062,120,390,4572,2382,1526,700,617,1317,1303,139341,1006836
1990,1991,Winona,,,,,1,,1,,,96,11,,39,146,13,159,4,2,,1,,,26,591,124,73,2,49,,,,,,,2,,1,1,,,,2,92781,1,74,5,485,,,,,4,72,4,4270,,,1,88,1,9,38,12,,,21,1,2000,4,919,,,25,4990,,,,,4377,12434,24741,5,,,33,399,2261,117,250,2628,2089,1696,559,473,1032,1003,122526,524800
1990,1991,Worcester,,,,,1,1,1,2,1,211,30,1,68,310,115,425,6,4,,,12,62,105,680,128,124,4,,,,,,,3,,,,,,,,1,75000,,,5,24583,1,18,2,447,2,109,6,53056,,,1,7,,,,9,1,7,16,3,7024,4,1868,3,1520,21,4298,2,448,1,71,7620,24483,47348,47,,16,78,847,5855,126,77,6058,4131,3472,1665,402,2067,4112,330374,643968
1990,1991,Yakima,,,,,1,,,,,39,7,,5,51,10,61,1,2,,2,,17,1,50,40,27,5,8,,,,,,7,2,,,,,,,2,80274,,,,,,,2,60,,,6,3000,,,,,,,,14,,,14,,,,,,,7,1593,,,,,1341,4173,7121,,,,5,75,1775,70,44,1889,1087,364,201,147,348,414,58300,461600
1990,1991,Youngstown,,,,,1,1,,,,146,14,,67,227,38,265,1,2,,1,4,49,27,348,114,108,6,2,,,,,,2,,,,,,,,3,339852,,,5,338,,,1,80,,,46,130000,,,3,250,,,,9,,,9,1,1300,6,2782,,,53,12978,,,,,4914,16203,38186,9,,,84,826,3808,333,293,4343,3912,2718,1015,779,1794,2766,280757,1224800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,6214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
