Year,Year_OCD,Year established,Diocese,Cd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,Pr:D,Pr:R,ExtPrDio,Pr:Tot,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Schlstics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
1998,1999,6/16/1986,Shreveport,0,,0,,1,,,0,,30,3,,8,41,14,4,,,,,,6,1,53,31,23,7,1,,,,,,,14,2,,,,2,23,3,210911,1,30163,1,192,,,2,154,2,20,18,10900,1,184,2,999,,,,3,,,3,,,2,748,,,9,2210,,,,,730,2711,6402,,,,4,191,507,113,234,541,637,115,90,205,367,37877,770129
1998,1999,1/15/1902,Sioux City,0,,0,,1,,1,0,,118,6,,47,171,0,,,,,,3,36,,103,116,95,0,22,,,,,4,,1,0,,,,14,6,3,361996,,,3,216,,,,,1,,4,5942,,,,,,,,7,,,7,1,1011,8,2658,,,28,5941,,,,,3549,7628,20794,8,,,26,521,1592,102,377,1897,1424,324,291,615,1068,83449,472957
1998,1999,,Sioux Falls,0,,0,,1,,1,1,2,75,3,,42,120,40,9,,4,,2,,22,12,430,156,64,15,65,4,,4,,4,,0,0,,1,1,38,31,9,485000,,,9,1500,,,,,2,145,5,112000,1,15,,,,,,28,,,28,2,1809,3,997,,,22,4271,,,,,7237,10385,24727,1,,1,14,293,1833,76,341,2172,1951,345,372,717,1114,122950,503000
1998,1999,12/17/1913,Spokane,0,,0,,1,,1,0,1,50,2,1,35,88,101,5,,2,,2,,44,14,326,78,43,4,28,,,2,,,,3,1,,,,2,7,7,367900,2,17811,11,1698,,,14,913,2,207,4,16332,,,1,685,1,7,,14,1,18,39,1,4499,1,198,2,981,16,3416,,,,,1894,5011,16038,19,1,14,6,88,1321,374,211,814,368,298,153,451,1786,78432,721646
1998,1999,,"Springfield, IL",0,,0,,1,,,0,,99,9,1,36,145,62,6,,1,2,4,,2,19,700,165,78,20,60,,,6,1,,,0,0,1,1,3,31,56,8,917587,,,3,400,1,135,1,105,1,49,,,1,93,,,,,,11,1,9,20,2,1519,3,876,4,1813,54,12044,,,,,2693,11682,30647,4,,1,29,722,2546,340,552,2817,2866,504,538,1042,1730,163713,1106124
1998,1999,,"Springfield, MA",0,,0,,1,,1,0,,148,9,,46,203,49,4,,1,1,1,,51,10,645,130,109,13,8,1,,,,,,15,1,3,7,1,43,93,1,125000,1,7079,6,950,1,120,1,103,1,6228,3,16629,1,15200,,,,,,16,1,,16,2,1070,4,1694,,,32,7856,,,,,9387,22545,42568,1,,,41,414,4028,137,496,4250,2992,1126,326,1452,4149,288967,800500
1998,1999,8/24/1956,Springfield-Cape Girardeau,0,,0,,1,,,1,2,56,6,,14,76,64,4,,,1,,2,7,77,125,64,46,11,7,,,,,,,21,0,,,1,17,18,5,287518,,,2,258,,,1,50,,,1,1400,,,1,41788,,,,7,2,23,30,,,3,828,,,23,3789,,,,,1759,3817,10223,1,,,12,256,705,483,260,1326,857,172,273,445,537,57439,1155600
1998,1999,,St. Augustine,0,,0,,1,,,0,,73,10,,8,91,27,15,,1,,,,26,3,108,50,46,4,,,,,,,,9,0,,,,,,1,259891,,,2,1004,,,,,,,6,52000,4,21,4,234,,,,17,,,17,,,2,1954,,,21,7302,,,1,110,884,8022,18289,2,,,20,448,2162,261,423,2229,1820,396,316,712,960,131478,1570181
1998,1999,,St. Cloud,0,,0,,1,,1,1,1,97,4,1,36,138,139,2,,,,3,2,37,69,674,140,86,15,39,,,,,,,0,0,,1,,16,63,4,187179,,,13,1270,2,261,1,18,1,36,7,431265,7,52,7,673,,,,11,1,2,13,2,3831,1,568,1,250,33,6212,,,,,7987,17108,35969,34,,5,37,706,2400,87,228,2868,2668,741,295,1036,1433,148243,474546
1998,1999,12/4/1982,St. George's in Canton Romanian,,,,,1,,1,,,9,2,,4,15,2,4,,,,,1,1,,,15,9,2,4,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,53,73,,,,,,36,,5,17,41,14,3,17,38,5300,
1998,1999,12/3/1983,St. Josaphat in Parma,,,,,1,,,,,31,1,,10,42,1,8,,,,,,6,10,11,38,32,1,5,,,,,,,3,,1,,,3,,,,,,2,156,,,,,,,,,,,,,,,,6,,,6,,,,,,,2,272,,,,,53,555,886,,,,3,28,135,4,4,105,153,64,10,74,222,11522,
1998,1999,,St. Louis (Archdiocese),0,,1,,0,3,1,1,1,348,17,8,98,471,412,9,,4,2,1,8,213,175,2161,227,202,25,,,,,,,,8,0,,,,,,10,1180000,,,33,29781,10,1111,15,1609,17,3818,35,113484,,,,,2,39,53,1,5,52,92,2,12867,14,6554,15,8963,150,41053,6,2328,8,211,500,22332,94900,36,1,17,202,3566,8494,512,722,8331,7581,2913,1286,4199,4617,555000,2064548
1998,1999,1/10/1966,"St. Maron, Brooklyn",,,,1,1,,,,,40,6,,13,19,10,2,,,,,,12,,7,34,33,0,1,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,233,1316,1550,,,,,,409,16,38,317,421,112,30,142,237,30000,
1998,1999,1/1/1961,St. Nicholas Chicago Ukranian,,,,,1,,1,1,,18,2,,8,28,15,16,,,2,,1,11,,4,36,28,4,2,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,,,2,450,,,,,20,150,710,,,,4,50,56,12,2,122,75,40,7,47,75,9500,
1998,1999,,St. Paul and Minneapolis (Archdiocese),0,,1,1,,,1,0,,233,11,3,98,345,155,38,,4,1,7,8,174,53,1090,222,180,28,14,,,,,,,5,4,1,1,3,78,523,3,155897,,,4,1103,1,4200,,,4,,5,,,,,,2,69,122,,,,69,3,15904,7,4616,4,2434,88,27929,1,264,,,22028,65450,138694,2,,14,94,2488,11051,497,1638,10554,7715,2178,1272,3450,4890,752325,2757989
1998,1999,6/17/1968,St. Petersburg,0,,0,,1,,2,0,1,102,5,,17,134,146,68,,,,,,81,47,355,73,62,11,,,,,,,,4,1,1,,,,,2,2343257,7,39007,7,1592,,,14,1456,3,1219,8,14981,,,,,,,,13,,,13,1,7008,3,2028,2,984,40,10006,4,1114,2,152,2397,19501,43203,12,2,4,62,835,4654,727,588,5032,3511,1007,716,1723,4251,358951,2393006
1998,1999,1/26/1982,St. Thomas the Apostle,,,,,1,,,,,17,2,,2,21,0,,,,,,,,,,12,11,0,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,1654,20,,917,,340,12,352,140,70000,
1998,1999,8/8/1956,Stamford-Ukranian,,,,,1,,,,,25,,,9,34,16,30,,2,,1,3,3,5,44,50,40,4,6,,,,,,,3,1,,,,,,,,,,1,29,,,1,44,,,1,72,,,,,1,,72,4,1,,4,1,72,1,145,,,4,476,,,,,259,955,1911,,,,7,28,163,9,12,168,174,74,15,89,368,16684,
1998,1999,1/1/1944,Steubenville,0,,0,,1,,1,0,,60,11,,45,116,19,3,,,,,3,6,8,78,73,72,1,,,,,,,,3,0,,1,2,5,13,2,245460,,,1,87,,,,,,,1,11206,1,49,,,,,,9,,,9,1,2022,3,715,,,15,2832,,,,,1025,2652,9255,,,,10,193,681,410,1091,850,790,198,196,394,820,41452,520177
1998,1999,1/13/1962,Stockton,0,,0,,1,,1,0,,52,2,,14,68,21,8,,2,,,,35,4,66,32,24,4,4,,,,,,,16,2,,,1,21,27,4,322514,,,2,322,,,,,,,1,20000,,,,,,,,10,,,10,,,2,1387,,,12,3361,,,,,821,11097,16676,2,,2,20,229,4806,214,761,3439,2618,685,185,870,1390,171622,1069310
1998,1999,5/3/1905,Superior,0,,0,,1,,,0,,48,3,,28,79,14,1,,,,2,4,44,2,114,114,46,8,51,3,,1,5,,,0,2,,1,,10,22,5,117125,,,2,397,,,4,355,1,26,2,376,15,100,4,390,,,,7,,,7,,,,,,,18,2887,,,,,3814,8541,15249,,,2,8,192,1087,222,175,1409,1174,315,224,539,1225,88288,394960
1998,1999,,Syracuse,0,,0,,1,1,1,0,,216,15,,56,287,57,,,1,1,,6,67,18,497,172,162,7,3,,,,,,,18,0,,,18,497,,3,650000,,,52,,,,1,99,7,401,8,56616,16,562,2,344,,,,19,,,19,1,2915,6,2113,,,43,10554,,,,,8058,33291,56950,4,,3,86,807,5699,425,612,5734,3946,1475,608,2083,4365,372665,1223591
1998,1999,4/15/1910,Toledo,0,,0,,1,1,1,0,,149,4,2,58,213,53,11,,3,,3,4,207,7,764,163,103,12,39,1,,8,,,,0,0,,,,,,7,729220,2,,4,789,1,101,,,,,14,7168,,,,,,,,14,,,14,2,1838,10,3884,4,2852,83,21714,3,612,1,80,3127,16997,51118,17,,,93,1692,4773,573,722,5666,5196,1009,914,1923,3008,322938,1402733
1998,1999,,Trenton,0,,0,,1,,1,0,,160,14,1,62,237,63,50,,2,,3,12,244,60,509,127,102,16,8,,,,,,1,15,0,,,4,,,1,147556,1,3281,1,180,9,12,45,1350,15,28760,15,40766,1,163,1,5714,,,,22,,,22,1,2350,8,6273,3,1095,58,21341,3,594,1,20,419,61230,93344,,,,,,10703,462,553,11377,8937,2198,712,2910,6499,703531,1763249
1998,1999,,Tucson,0,,0,,1,,,0,,77,9,,27,113,69,31,182,1,2,,,127,8,276,64,53,11,,,,,,,,32,15,,,8,249,,3,358890,1,37917,,,,,,,,,1,400000,,,1,2925,,,,9,,,9,,,1,1450,2,187,22,5122,2,477,,,3409,14642,25296,5,,1,45,296,7007,356,556,5148,2982,1037,284,1321,2410,335520,1307412
1998,1999,2/7/1973,Tulsa,0,,0,,1,,,0,,51,2,,20,73,22,9,,,,,4,50,5,123,81,42,6,32,,,,,,1,,6,,,1,11,34,2,541500,,,1,240,,,,,2,95,,,,,,,,4,,15,,,19,,,1,900,1,570,11,2108,1,1150,,,1487,5169,11403,6,,4,7,300,1142,227,291,1081,743,170,160,330,517,57800,1478542
1998,1999,12/12/1986,Tyler,0,,0,,1,,,0,,24,3,,4,31,20,33,,,,2,,35,8,59,35,28,7,,,,,,,,26,5,1,,7,7,11,4,305565,35,451729,,,,,,,,,1,120,,,,,,,,8,,,8,,,1,160,,,4,904,,,,,1048,4836,6956,,,1,5,84,1337,216,255,1266,684,222,90,312,286,52362,1211878
1998,1999,12/3/1981,Van Nuys- Byzantine,,,,,1,,,,,13,2,1,4,20,5,4,,,,,,5,7,4,16,14,2,,,,,,,,2,2,,,,4,,,,,,,,,,,,,,,,,,1,27,,,,,,,,,,,,,,,,,,,,104,366,470,,,,,,66,12,78,116,127,16,7,23,33,3063,
1998,1999,10/25/1984,Venice,0,,0,,1,,1,0,,65,4,,25,94,77,74,,3,,,,15,21,139,50,38,12,,,,,,,,11,0,,,3,36,72,2,295476,8,73000,5,318,,,,,5,200,10,36706,,,,,,,,16,,,16,,,3,1576,,,9,3508,,,,,557,9324,14981,4,,4,14,298,3063,254,499,2898,2312,506,353,859,2395,175216,1421844
1998,1999,5/29/1982,Victoria,0,,0,,1,,,0,,42,5,,9,56,10,10,,,,,,20,1,138,50,39,5,6,,,,,,,19,0,,,1,24,9,,,,,1,59,,,,,,,,,,,,,,,,8,,,8,,,2,149,1,414,12,2126,1,465,,,3709,6963,13834,,,,27,233,1566,95,138,1474,1124,343,186,529,1017,108562,255276
1998,1999,7/22/1939,Washington (Archdiocese),1,,1,,0,3,,1,2,229,28,1,75,333,541,167,,,5,2,,232,152,827,139,123,16,,,,,,,,9,1,,,2,39,256,3,534791,5,84142,10,1058,1,276,5,715,7,1190,64,86409,44,293,13,17387,1,6,60,22,30,173,201,3,15514,1,698,16,7978,78,22971,9,6543,1,93,2987,25750,82735,29,3,29,115,2320,7701,627,676,5750,4760,1388,887,2275,2907,510000,2413700
1998,1999,,Wheeling-Charleston,0,,0,,1,,1,0,,77,2,,43,122,42,6,,3,,,,30,14,304,113,73,20,20,,,,,,,28,18,1,2,4,31,24,3,407954,2,,5,,1,,,,,5,,,,,,,,,,9,,,9,1,1532,7,1630,1,43,26,5345,1,157,,,1987,6649,17352,4,,,14,486,1277,322,320,1724,1578,257,371,628,1387,97232,1815787
1998,1999,,Wichita,0,,0,,1,,,0,,81,5,,36,122,8,,,3,,,,2,1,376,92,66,1,25,,,,,,,0,0,,1,,15,13,5,642305,2,24563,2,244,,,,,1,44,1,21737,,,1,5445,,,,23,,,23,1,1903,4,1998,,,32,7482,,,,,3083,7847,22336,3,,,28,490,2437,409,413,2441,2848,521,333,854,851,109859,916007
1998,1999,,Wilmington,0,,0,,1,,,0,,92,12,,22,126,94,16,,,,,,48,33,271,55,49,5,1,,,,,,,21,10,,,,31,78,1,341000,2,200,5,358,4,92,1,147,2,414,17,234655,1,109,2,4637,,,,12,,,12,,,5,2900,3,1687,25,9741,4,1030,1,78,1171,8853,25472,17,,5,48,852,2988,256,319,2743,1781,585,429,1014,1498,173702,1108890
1998,1999,,Winona,0,,0,,1,,1,0,,76,6,,48,130,11,2,,1,,,,3,23,490,118,60,4,48,,,5,,,,1,2,,,,15,50,2,71543,1,5000,8,861,,,3,8250,2,90,5,10500,1,25,1,86,1,4,47,6,,,10,1,1587,4,1369,,,28,5285,,,,,5272,11506,25029,3,,1,15,429,1817,98,242,1983,1977,426,304,730,1011,148445,528303
1998,1999,1/14/1950,Worcester,0,,0,,1,1,,3,,175,18,,49,242,117,,,,3,,6,,107,491,126,122,4,,,,,,,,3,0,,,1,32,67,1,174000,,,7,25000,,,6,450,2,280,10,31000,,,1,177,1,4,,11,,,15,3,7778,4,2860,4,1451,22,5774,2,595,1,67,8005,26246,52791,35,,9,40,502,4586,144,274,4790,2779,1046,263,1309,3882,302000,790705
1998,1999,6/23/1951,Yakima,0,,0,,1,,,0,,43,6,,14,63,11,4,,3,,,,25,3,55,41,37,4,,,,,,,,4,2,,,,11,20,3,331246,,,,,,,3,465,,,6,35670,,,,,,,,23,,,23,,,,,1,55,7,1860,1,105,,,2352,4886,9281,,,,5,118,3078,172,148,2453,900,413,136,549,499,66819,461600
1998,1999,5/15/1943,Youngstown,0,,0,,1,,2,0,,118,8,1,69,196,32,1,,,,,9,60,23,262,116,105,7,2,,,2,,,,2,0,,,,31,91,2,261093,16,131518,5,393,,,4,283,7,778,6,77021,,,2,46,,,,10,,,10,1,1555,6,2928,,,45,11498,,,,,3853,12370,32214,4,,,39,796,3503,398,563,4004,7079,828,630,1458,3044,256802,1222866
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  966,739 ","  71,774 ","  82,058 ","  845,536 ","  599,698 ","  183,973 ","  79,170 ","  264,365 ","  461,585 ","  58,865,121 ","  267,377,123 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  966,739 ","  71,774 ","  82,058 ","  845,536 ","  599,698 ",,,"  264,365 ","  461,585 ","  58,865,121 ","  237,377,123 "
