,1991,1996,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Newark,7512,6124,,4867,4692,4804,4589,4395,4304,4304,4304,1962,3260,3260,2831,2511,2389,2385,2296,1986
Newton (Melkite U.S.),,171,,138,137,161,116,117,116,113,126,120,120,87,69,62,182,62,103,91
Newton Melkite-Greek,,,,,,,,,,,,,,,,,,,,
Norwich,1332,1136,,939,959,908,787,776,659,671,568,592,532,480,449,390,463,387,393,338
Oakland,2009,1856,,1591,1612,1722,1572,1489,1338,1402,1391,1219,1193,1048,1073,1127,1009,1076,1032,928
Ogdensburg,993,898,,622,646,744,701,477,603,515,477,471,398,373,360,382,300,335,303,292
Oklahoma City,631,677,,654,654,677,681,751,714,636,639,644,721,662,625,657,704,580,581,518
Omaha,1608,1546,,1491,1569,1553,1468,1447,1337,1374,1222,1275,1261,1291,1309,1238,1258,1256,1136,1063
Orange,3410,3403,,3261,3443,3303,3228,2939,2820,2860,2833,2641,2515,2246,2212,2016,2121,2121,2241,2141
Orlando,2012,1736,,1692,1618,1596,1665,1477,1416,1421,1227,1308,1909,2818,1105,1123,1143,1039,968,952
Our Lady of Deliverance - Syriac,,,,18,18,18,45,45,45,38,38,38,38,38,38,40,26,23,74,67
Our Lady of Lebanon of L.A.,,131,,143,112,133,118,154,117,141,117,110,156,134,134,118,106,106,100,102
Our Lady of Nareg for Armenians,,,,,,,,,,,85,102,78,73,61,59,69,69,85,77
Owensboro,474,467,,429,471,427,426,374,361,379,425,351,380,362,364,369,350,327,307,316
Palm Beach,1180,1253,,1089,1075,1137,1003,955,874,926,1178,826,776,766,686,649,606,724,598,400
Parma-Byzantine,111,61,,50,55,59,44,41,53,43,41,40,31,38,22,22,25,17,14,32
Passaic - Byzantine,254,171,,142,111,123,118,87,71,88,72,65,60,45,48,48,52,42,35,44
Paterson,2909,2360,,2056,2025,2060,1930,1900,1611,1567,1550,1482,1314,1315,1289,1141,1067,1023,971,984
Pensacola-Tallahassee,396,373,,356,341,388,320,306,343,400,274,296,295,312,276,285,323,301,243,257
Peoria,1550,1391,,1072,966,923,851,1079,982,755,983,975,983,818,584,672,752,742,559,687
Personal Ordinariate of St. Peter,,,,,,,,,,,,,,,,,,,,
Philadelphia,8732,7778,,6692,6580,6509,6461,6560,5695,5392,5277,5466,4697,4978,4455,4242,4021,3817,3689,3452
Philadelphia - Ukrainian,229,177,,131,112,98,102,106,102,77,140,65,65,74,69,77,72,68,59,60
Phoenix,1762,1799,,1724,1829,1879,1857,1823,1691,1755,1551,1711,1380,1333,1130,1448,1006,1060,977,958
Pittsburgh,4921,3983,,3522,3314,3258,3312,2969,2671,2693,2569,2481,2278,2363,2142,2120,2017,1919,1786,1809
Pittsburgh - Byzantine,459,288,,133,158,137,109,113,99,108,98,81,77,83,68,68,60,57,42,33
Portland ME,1965,1498,,1349,1303,1275,1141,1099,1018,910,873,879,739,652,598,604,584,532,456,462
Portland OR,1409,,,1311,1410,1357,1265,1131,1218,1198,1099,1146,1049,1048,960,893,964,1042,858,929
Providence,3064,2471,,2226,2060,2025,1925,1925,1798,1730,1597,1285,1334,1302,1299,1192,1138,1043,1026,751
Pueblo,502,505,,406,415,415,415,369,369,394,390,375,365,257,278,271,233,215,215,130
Raleigh,567,877,,749,849,887,862,904,837,841,777,943,991,1095,958,904,849,904,873,883
Rapid City,250,220,,204,201,311,185,186,162,163,139,148,155,158,165,147,160,113,112,116
Reno,1163,,,290,269,318,315,283,323,292,270,266,269,254,245,272,221,256,224,276
Richmond,1220,1149,,1048,1330,1277,1254,1015,1155,913,900,850,935,977,1011,777,708,643,667,561
Rochester,2948,2327,,1875,1962,2011,1887,1893,1612,1219,1382,1213,1278,1228,1049,989,1009,925,914,765
Rockford,1599,1499,,1362,1454,1435,1388,1312,1304,1293,1239,1175,1154,1099,1041,1017,1020,1025,983,947
Rockville Centre,8753,8041,,6770,6317,6365,5994,5539,5375,5093,4775,4528,4015,4083,3956,3402,4677,3203,3222,3188
Romanian - St. George's in Canton,39,,,,,,,,,,,,,,,,,,,
Sacramento,2725,1708,,1573,1607,1704,1561,1561,1419,1478,1524,1289,1275,1399,1263,1185,1253,1279,1147,1032
Saginaw,1321,1089,,796,871,738,784,702,686,654,597,588,555,586,483,493,448,429,387,311
Salina,538,516,,453,430,392,417,386,421,435,361,405,419,364,368,331,303,311,316,320
Salt Lake City,416,499,,568,562,636,657,544,614,596,476,481,586,478,452,438,529,554,554,437
San Angelo,520,549,,502,483,510,491,500,463,487,434,419,379,465,373,377,349,421,362,423
San Antonio,2699,2743,,2798,2686,2678,2469,2308,2416,2244,2289,2118,2073,2483,1964,1953,1917,2068,1931,1768
San Bernardino,1769,2506,,1974,2023,2540,1946,1687,2062,2021,1904,1631,1932,3236,1708,1748,1753,1791,1892,1728
San Diego,2724,2610,,2326,2141,2141,2330,2008,1873,2011,2041,1915,1829,1617,1865,1707,1849,2038,1786,1535
San Francisco,2470,2068,,1729,1851,1869,1459,1394,1585,1010,956,1395,1234,1086,1060,963,1070,995,867,971
San Jose,1811,1723,,1907,1691,1741,1639,1558,1418,1326,1187,1246,1157,1048,971,1033,947,1058,993,899
Santa Fe,1588,1356,,1388,1485,1499,1439,1227,1213,1406,1235,1258,1121,1137,1120,1144,931,1202,878,874
Santa Rosa,756,902,,760,873,869,774,782,681,680,642,611,708,573,538,536,456,470,499,512
Savannah,406,525,,538,541,403,471,449,383,389,370,413,326,414,361,368,414,399,357,356
Scranton,2578,2138,,2139,1974,1832,1838,1798,1667,1539,1481,1365,1330,1213,1096,974,923,826,682,830
Seattle,2521,2238,,2056,1967,1758,1882,1697,1613,1561,1740,1462,1401,1343,1365,1316,1311,1294,1227,1122
Shreveport,238,249,,205,212,257,207,223,188,173,170,191,152,155,127,154,148,121,120,145
Sioux City,881,720,,615,730,692,668,597,607,614,603,628,567,567,570,512,465,441,502,421
Sioux Falls,878,770,,717,717,724,695,659,670,609,621,612,660,555,525,530,510,538,517,475
Spokane,491,454,,451,451,424,322,390,332,345,345,225,348,310,313,283,311,283,291,287
Springfield IL,1368,1315,,1042,1041,1018,1100,994,893,882,825,796,849,740,744,697,667,642,583,572
Springfield MA,2387,1668,,1452,1488,1411,1325,1174,1059,998,934,843,742,111,632,584,665,549,452,420
Springfield-Cape Girardeau,435,405,,445,470,428,456,437,419,383,384,321,343,379,325,299,299,302,306,241
St. Augustine,737,789,,712,746,770,784,784,731,747,668,686,611,663,572,593,542,490,439,436
St. Cloud,1294,1121,,1036,1060,1040,1023,924,981,921,870,809,860,768,757,683,647,647,631,550
St. George's in Canton Romanian,,16,,17,17,17,17,17,9,11,9,9,6,5,15,22,22,22,7,7
St. Josaphat in Parma,,,,74,66,62,64,56,58,56,45,43,44,37,37,7,7,6,7,10
St. Josaphat in Parma - Ukrainian,78,63,,,,,,,,,,,,,,,,,,
St. Louis,3559,3074,,4199,2680,2662,2656,2715,2604,2358,2161,2144,2233,2133,2072,1986,1905,1998,1807,1707
St. Maron,305,103,,142,142,140,140,115,124,109,127,111,111,106,108,91,94,99,120,117
St. Nicholas - Ukrainian,147,66,,47,82,74,67,67,67,58,58,58,62,64,48,85,85,69,57,83
St. Paul and Minneapolis,4854,4076,,3450,3618,3690,3384,3142,2831,2817,2742,2194,2516,2369,2229,2229,1603,1985,1788,1618
St. Peter (Chaldean),,,,,,,,82,77,86,120,93,105,108,123,154,154,154,139,220
St. Petersburg,1954,1835,,1723,1578,1646,1495,1475,1469,1469,1270,1158,1145,1155,1137,1000,922,870,955,821
St. Thomas Syro-Malabar,,,,,,,,16,58,35,60,82,64,63,77,97,86,107,105,101
St. Thomas Virgin Islands,,,,,100,109,89,81,95,72,57,74,70,70,66,97,52,41,48,40
St. Thomas the Apostle,224,326,,352,353,405,450,347,360,284,284,370,342,342,342,328,328,397,425,586
Stamford - Ukrainian,147,90,,89,83,60,48,73,62,52,72,60,72,80,78,38,44,50,52,57
Steubenville,472,400,,394,357,321,341,296,289,263,263,264,244,237,207,153,176,198,164,147
Stockton,684,879,,870,930,876,868,868,908,957,861,929,861,828,802,808,772,704,651,771
Superior,660,552,,539,484,497,470,478,448,436,454,401,395,363,274,289,255,251,236,217
Syracuse,,2675,,2083,2083,2029,1845,1796,1796,1681,1500,1310,1354,1255,1059,1015,978,852,933,866
Toledo,2586,2208,,1923,1526,1803,1820,1787,1664,2053,1481,1373,1334,1264,1224,1091,1117,1214,1065,968
Trenton,3626,3280,,2910,2741,2851,2693,2693,2693,2307,2375,1629,1797,1704,1718,1645,1487,1448,1409,1350
Tucson,1107,,,1321,1243,1221,1143,1115,953,977,875,795,872,855,813,733,733,703,627,674
Tulsa,488,407,,330,418,420,355,435,358,397,430,388,387,344,345,346,360,343,358,341
Tuscon,,1116,,,,,,,,,,,,,,,,,,
Tyler,240,295,,312,357,357,326,359,180,281,333,416,349,380,355,327,290,368,319,270
Van Nuys- Byzantine,22,17,,23,18,23,20,17,15,21,18,18,13,27,24,,,,,
Venice,859,908,,859,948,801,737,797,819,736,779,607,646,556,572,462,531,559,570,499
Victoria,477,514,,529,,,,,,,,,,,,,,,,
Victoria TX,,,,,480,502,461,407,445,443,432,423,415,391,429,402,346,389,343,363
Washington,3092,,,2275,2246,2261,2364,2367,1998,1934,2258,1927,1600,1596,1545,1404,1507,1382,1315,1231
Wheeling-Charleston,758,757,,628,567,535,344,557,437,412,412,472,457,361,387,211,211,324,322,214
Wichita,862,791,,854,772,849,827,798,796,780,790,782,752,731,694,712,649,701,688,680
Wilmington,1317,1117,,1014,875,881,912,976,761,803,732,653,698,622,643,659,608,531,625,573
Winona,1032,876,,730,711,752,736,674,599,582,496,514,642,524,545,399,437,423,408,353
Worcester,2067,1192,,1309,1260,1231,1139,1046,919,872,771,742,631,625,536,503,511,393,426,432
Yakima,348,509,,549,542,593,511,447,442,471,530,527,465,494,442,420,468,442,479,389
Youngstown,1794,1694,,1458,1354,1316,1251,1158,1014,987,865,912,823,803,765,694,667,661,647,612
