Year,Year_OCD,Year established,ST,Diocese,Cd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,TotPriests,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Schlstics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,MinorBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
2008,2009,3/10/1951,PA,Greensburg,,,,,1,0,1,1,,76,9,,32,117,69,186,1,,2,,,,46,198,85,61,7,17,0,0,0,0,0,,,,1,16,,22,63,1,20600,,,2,283,,,,,,,6,12791,1,89,0,,,,,5,1,17,22,2,3881,2,679,,,15,3063,3,190,,,1774,7556,17165,19,,3,13,297,1477,37,72,432,1650,1747,450,294,744,2469,163553,678279
2008,2009,,PA,Harrisburg,,,,,1,0,,,,96,7,,41,144,36,180,13,1,1,4,0,47,,359,89,75,11,3,0,0,0,0,0,,8,,,,,,,1,218746,,,3,520,1,95,1,10,4,321,18,5337,,,,,,,,23,,,23,,,7,3861,,,38,8963,0,0,,,1987,16911,31745,1,,,37,799,2344,533,352,416,3115,2970,451,462,913,2312,244073,2027835
2008,2009,,CT,Hartford,,,1,1,,2,,,,195,14,,111,320,106,426,43,2,,2,8,307,33,748,213,169,13,31,0,0,0,0,0,,1,,,,3,25,111,3,1312369,2,5006,6,2997,1,120,8,261,1,50,17,26000,9,33,1,25000,1,5,,30,1,159,194,2,4333,4,2108,5,2760,57,12554,2,216,,,13292,46929,82386,12,,8,34,1305,6934,195,129,307,8258,6868,1376,303,1679,8315,644653,1910591
2008,2009,,MT,Helena,,,,1,1,0,,,,43,6,1,29,79,7,86,4,0,0,0,0,30,3,31,57,37,3,8,4,0,2,2,0,,39,14,,,0,2,,2,230387,,,,,,,3,129,,,,,,,,,1,1,,10,,,11,1,1428,2,326,,,4,1002,,,,,879,2977,6623,1,,2,1,161,764,157,,107,758,676,136,84,220,751,56001,536685
2008,2009,9/10/1941,HI,Honolulu,,,,,1,0,,,,38,7,,20,65,63,128,23,0,,1,,60,33,163,66,35,23,8,0,0,0,0,0,,27,,,,1,20,61,,,2,2402,21,411,,,1,1959,5,120,1,17585,1,44,,,,1,,5,,,6,1,2701,3,971,4,2781,24,6345,1,395,,,2425,5737,21361,6,,11,68,930,2895,173,138,263,2106,1394,414,171,585,1706,254733,1285498
2008,2009,6/5/1977,LA,Houma-Thibodaux,,,,,1,0,,,,45,2,,20,67,9,76,20,1,,1,,32,5,22,39,37,,2,0,0,0,0,0,,3,,,,5,5,,,,,,,,,,1,105,2,65,3,5048,,,,,,,,13,,,13,,,3,1887,,,6,4075,,,,,2773,5167,13915,,,4,2,368,1370,32,38,46,1299,1004,289,44,333,1197,107003,202000
2008,2009,12/19/1944,IN,Indianapolis,,,1,,,0,,1,3,97,2,,47,146,91,237,26,2,11,,25,30,31,634,139,82,17,20,1,0,9,1,0,,12,,,,6,76,265,2,1085330,,,3,372,,,1,93,2,491,16,104000,,,,,1,11,6,14,1,95,120,2,3720,7,3285,4,2418,60,17374,,,,,3178,11963,42058,5,,,22,1746,4282,349,471,537,3750,2838,672,447,1119,1869,226620,2430606
2008,2009,6/6/1977,MS,Jackson,,,,,1,0,1,,,39,1,1,15,56,33,89,,1,,,,5,9,173,75,33,15,17,1,1,5,3,0,,27,,,,1,16,21,1,116689,2,8532,1,450,1,435,2,417,7,5853,5,18418,3,63,2,76,,,,11,,,11,2,49,4,1219,,,15,3138,,,,,1094,3868,9379,,,3,14,352,928,80,92,242,683,503,97,143,240,485,49794,2111593
2008,2009,7/2/1956,MO,Jefferson City,,,,,1,0,,,,62,2,,34,98,13,111,10,,1,,11,73,3,60,95,51,8,30,2,0,3,1,0,,15,,,,3,35,40,1,240694,16,120784,1,212,,,,,,,2,18482,,,,,,,,17,,,17,,,2,997,,,37,6190,,,,,1982,3882,13068,3,,1,15,484,1165,115,190,259,1495,1573,274,212,486,809,78462,876490
2008,2009,3/24/1949,IL,Joliet in Illinois,,,,,1,0,2,1,1,119,4,1,56,180,107,287,13,3,,3,,209,71,541,120,98,13,9,,0,0,,0,,10,,,1,,34,245,3,729869,,,17,119379,,,4,1191,1,2223,7,58433,1,124,,,,,,28,,,28,3,13656,4,2598,4,3206,57,17820,,,,,4675,50037,92020,25,,20,27,1965,8714,203,214,533,9765,8610,1310,404,1714,3656,652770,1888772
2008,2009,6/23/1951,AK,Juneau,,,,,1,0,,,,5,2,,4,11,2,13,,,,,,4,,3,9,5,3,,0,0,1,0,0,,16,,,,,3,11,1,45000,,,,,,,1,100,,,1,10000,,,1,15000,,,,1,,,1,,,,,,,1,125,,,,,103,400,629,,,,,10,44,7,9,3,103,33,2,5,7,33,10000,75000
2008,2009,7/21/1971,MI,Kalamazoo,,,,,1,0,1,,,42,2,,16,62,10,70,6,1,,4,36,40,2,230,46,39,6,1,3,0,1,0,0,,13,1,,,2,1,,3,438310,5,643318,4,448,,,16,450,4,231,7,38272,,,,,,,,16,,,16,,,3,680,,,19,2089,,,,,1565,6170,11240,,,,2,232,1267,,187,133,1429,1148,240,134,374,886,101888,952812
2008,2009,8/9/1952,KS,Kansas City in Kansas,,,1,1,,0,,1,2,75,2,1,24,102,58,160,13,1,,3,,3,15,528,111,61,11,39,0,0,0,0,0,,,,,,2,14,86,3,531823,4,20251,3,759,,,2,90,,,9,30604,1,519,,,,,,21,,2,23,3,4705,6,3347,1,192,38,11336,3,169,,,2698,14140,36610,,,,17,1074,3934,218,217,520,3646,3446,628,397,1025,1536,202182,1289903
2008,2009,8/29/1956,MO,Kansas City-St. Joseph,,,,,1,0,1,1,1,65,4,1,26,96,85,181,6,2,,,,56,34,216,86,62,19,3,1,0,0,1,0,,12,,1,2,1,5,127,3,299321,,,11,1802,,,8,1764,,,7,35332,1,32,2,173,1,7,98,20,,,27,2,6078,4,1256,4,2335,29,6817,1,311,,,1970,6275,25069,27,,17,26,1468,1929,248,234,318,2384,1549,450,356,806,1172,129443,1479583
2008,2009,9/8/1988,TN,Knoxville,,,,,1,0,,,,49,3,,8,60,13,73,6,1,,3,,54,10,25,45,37,2,6,0,0,0,0,0,,2,2,,,,2,26,2,501514,1,310,1,600,,,,,2,531,6,53185,,,,,,,,7,,,7,,,2,1131,,,8,2355,,,,,1330,3609,8432,1,,,6,230,1168,84,83,232,1087,659,109,102,211,393,59534,2307767
2008,2009,,WI,La Crosse,,,,,1,0,,,,94,7,3,62,166,17,183,23,,,,,42,5,406,165,106,5,53,0,0,,0,0,,,,,,,13,40,10,613842,,,10,1117,,,2,154,6,9874,2,2746,,,,,1,6,1,27,,,33,1,3088,7,1653,,,74,8282,,,,,3989,12578,29623,10,,,17,845,2249,86,237,2357,2601,615,301,916,2061,2061,196642,849626
2008,2009,10/21/1944,IN,Lafayette in Indiana,,,,,1,0,,,,63,17,,29,109,14,123,6,1,,,,17,2,74,63,45,6,12,,0,0,0,0,,,,,,2,10,72,9,1156725,,,1,590,,,,,,,,,,,,,,,,28,,,28,3,7950,2,763,,,20,4411,,,,,3163,9173,25488,1,,2,10,309,1821,89,157,268,2339,1520,241,186,427,762,99773,1296384
2008,2009,1/11/1918,LA,"Lafayette, LA",,,,,1,0,,,,116,3,1,40,160,42,202,14,3,,3,,70,18,153,121,83,17,16,5,0,0,0,0,,29,,,,,8,70,1,120516,1,15963,14,3487,,,,,15,7923,6,97726,,,,,,,,31,1,7,38,,,9,3735,1,121,30,10712,2,802,,,6916,14569,36893,,,,5,986,4401,114,80,209,4076,2952,989,133,1122,3519,315717,568154
2008,2009,4/25/1980,LA,Lake Charles,,,,,1,0,1,,,34,,,12,46,9,55,9,2,,1,,29,1,15,38,29,9,0,1,0,0,0,0,,8,,,,1,15,,1,1079,,,,,,,2,96,,,,,,,,,,,,9,,,10,,,1,639,,,7,2083,,,,,1976,5002,9709,,,,,224,1183,,45,,1175,972,199,73,272,964,70961,283429
2008,2009,5/22/1937,MI,Lansing,,,,,1,0,1,,,94,11,,46,151,42,193,19,,,1,,93,10,473,92,72,10,2,1,0,5,1,0,,,2,,3,,27,337,4,1697821,6,17618,3,355,,,1,100,3,146,11,167060,1,60,1,51,,,,37,,,37,2,2470,4,2195,1,43,35,7522,6,806,,,3496,19515,36084,5,,,25,772,2715,211,354,657,3958,3273,494,352,846,2037,216874,1807675
2008,2009,7/3/2000,TX,Laredo,,,,,1,0,,,,29,,,1,30,22,55,,,,,,34,7,69,32,21,11,,0,0,0,0,0,,17,2,,,4,17,12,,,,,,,1,57,,,,,1,150000,,,,,,,,3,,,3,,,1,468,,,5,1249,1,614,,,1807,4519,8660,,,,10,152,2701,153,42,455,3100,1036,382,27,409,986,249090,332120
2008,2009,10/18/1982,NM,Las Cruces,,,,,1,0,,,,21,2,,6,29,41,70,6,,1,3,7,47,4,43,45,20,21,3,1,0,0,,0,,46,2,,,2,3,44,,,,,,,,,1,50,,,1,8000,,,,,,,,6,,,6,,,,,,,,,5,587,,,2385,6821,9799,,,,,50,1986,395,65,228,1983,1054,361,51,412,1032,132646,498308
2008,2009,3/21/1995,NV,Las Vegas,,,,,1,0,,,,22,4,,13,39,19,58,29,,,1,,14,4,2,27,9,3,14,0,0,0,1,0,,7,,1,,4,2,54,,,,,,,,,1,23400,,,24,2500000,,,1,3275,,,,5,,,5,,,1,1142,,,7,2691,,,,,3170,10825,17833,2,,,,231,5625,267,166,361,4239,1740,541,112,653,804,740000,1900000
2008,2009,3/2/1988,KY,Lexington,,,,,1,0,1,,,36,3,,12,51,26,77,,3,,1,22,59,3,90,63,35,14,0,2,1,9,1,0,,12,,,1,3,19,7,9,794685,4,55000,1,209,,,,,,,1,8000,,,,,,,,10,,,10,,,1,861,1,48,14,3132,1,158,,,579,2912,7700,2,,,10,357,840,71,75,162,814,1097,124,88,212,297,46847,1550030
2008,2009,,NE,Lincoln,,,,,1,0,,,,119,6,,23,148,9,157,3,1,4,3,,3,,139,133,83,1,49,0,0,0,0,0,,1,5,,,,139,2,3,164105,,,3,285,,,,,,,23,45836,1,15,1,3534,1,28,8,15,1,66,109,,,6,1771,,,26,6130,,,1,15,1984,4838,14847,,,,40,505,1183,189,111,189,1518,1366,251,161,412,3044,95262,578729
2008,2009,,AR,Little Rock,,,,,1,0,1,1,,52,1,,14,67,43,110,26,,,2,,83,32,205,88,54,15,18,1,0,0,0,0,,38,1,,,,7,75,12,909331,4,4200,26,958,,,26,1618,1,250,5,57396,,,9,22604,,,,28,,,28,,,4,983,2,708,28,5863,,,,,2681,9102,19365,2,,4,9,538,2870,298,208,491,2715,1614,384,206,590,923,121748,2834797
2008,2009,,CA,Los Angeles,1,,1,,,7,2,,1,349,15,,168,532,560,1092,128,12,9,1,19,304,102,1675,287,175,58,42,1,0,2,1,8,,9,15,,,10,146,622,14,2014724,5,8655,5,2328,1,250,4,1045,6,773,80,500010,1,1080,4,250,1,35,28,1,11,8,44,5,13502,26,15631,24,14101,217,51386,6,1760,,,37988,90972,224484,72,,1,130,4323,77205,2500,1582,3959,47460,24912,7520,925,8445,12176,4176296,11606889
2008,2009,,KY,Louisville,,,1,1,,0,,1,2,85,9,1,54,149,55,204,,1,,,13,121,50,762,106,86,8,6,5,0,,1,0,,9,2,,,,19,183,2,217495,1,6968,5,1135,2,750,6,300,,,8,40000,,,,,,,,14,,,14,3,5223,4,2208,5,4135,37,14744,3,560,1,66,966,6535,34451,7,,5,25,1820,2307,180,205,40,2672,2499,488,275,763,1553,192500,1219622
2008,2009,6/17/1983,TX,Lubbock,,,,,1,0,,,,38,3,,11,52,5,57,,,,,,50,,23,62,33,5,0,0,0,0,0,0,,,,,,,23,9,2,293502,10,899000,,,,,,,,,1,30000,,,,,,,,8,,,8,,,1,51,,,2,427,,,,,1421,4639,6546,,,,,46,975,124,52,47,872,756,506,37,243,385,80742,460091
2008,2009,1/1/1946,WI,Madison,,,,,1,0,2,,,86,2,,47,135,20,155,12,4,,,,21,5,398,131,77,1,53,0,0,0,0,0,,,,1,2,5,35,21145,3,432396,3,134774,6,180,,,19,960,,,7,35831,1,300,,,,,,26,,,26,1,2581,,,2,737,44,6985,2,296,,,6643,13931,31199,,,2,12,576,2802,79,71,182,2782,2451,494,377,871,1687,277391,993560
2008,2009,,NH,Manchester,,,,,1,1,2,1,,96,5,1,85,187,63,250,34,,,3,,52,22,467,102,88,14,0,0,0,0,0,0,,15,,,,,,,2,438754,,,9,950,2,50,9,360,,,11,54000,,,,,,,,10,,,10,4,4295,3,1580,2,908,25,4599,4,862,,,9947,12506,34707,2,,34,63,635,2847,94,115,241,3454,2921,373,198,571,2827,309711,1315828
2008,2009,,MI,Marquette,,,,,1,0,2,,,43,3,39,,85,,93,7,3,,2,,45,,48,72,38,7,24,0,0,3,0,0,,22,,,,1,7,17,1,107500,,,1,109,,,,,,,8,2100,,,,,,,,5,,,5,,,,,,,9,1269,,,,,1079,2878,5231,,,,1,96,529,,72,103,699,536,202,99,301,1070,61000,308357
2008,2009,1/16/1971,TN,Memphis,,,,,1,0,,,,44,2,,10,56,19,75,8,1,,4,,22,32,61,42,35,7,0,0,0,0,0,0,,5,1,,,1,5,45,,,,,3,808,,,5,1002,4,548,1,5002,,,7,800,,,,24,,,24,1,1857,4,1553,2,1190,21,5305,1,599,1,6,676,3786,14996,1,,7,15,676,1467,89,88,260,1286,1088,155,127,282,439,78445,1504539
2008,2009,11/19/1981,NJ,Metuchen,,,,,1,0,1,,,126,15,,49,190,43,233,34,1,,2,,167,24,308,104,88,8,8,0,0,0,0,0,,5,3,1,,21,166,120,1,357740,4,37313,5,1792,,,3,333,5,104,9,17398,,,,,,,,13,,,13,,,3,3386,2,1199,33,9675,,,1,40,1690,37511,53514,,,10,55,947,5245,171,96,228,6437,6119,841,117,958,3698,567532,1351267
2008,2009,8/13/1958,FL,Miami,,,1,,,2,2,,,177,8,1,82,268,94,362,60,6,,3,15,140,48,289,111,101,10,0,0,0,0,0,0,,7,2,,,1,48,131,2,956621,3,7291,5,3478,2,332,9,3104,2,385,17,32995,1,13,13,73455,1,17,43,16,,1,34,2,12318,9,9447,4,3270,56,22027,2,1109,2,1048,3540,36280,89073,26,,22,67,3149,13720,808,655,1099,12290,8478,2358,275,2633,4376,736089,4264581
2008,2009,3/25/1985,DC,"Military Services, USA",,,1,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3135,,872,360,2674,2138,333,219,552,,,
2008,2009,,WI,Milwaukee,,,,1,,2,,1,3,180,18,2,145,345,360,705,36,1,,1,,190,65,1487,210,144,22,39,1,0,0,4,0,,,,1,2,,35,355,9,2192453,1,9776,17,5718,,,4,460,5,2213,11,170083,3,164,18,24118,1,28,,11,2,164,203,5,25235,7,3725,6,3021,107,26367,3,327,1,12,13901,30766,103577,64,,12,112,3708,18126,276,196,676,7814,5485,1449,703,2152,7686,643775,2303859
2008,2009,,AL,Mobile,,,1,1,,0,,,,65,7,,30,102,35,137,3,,,,,61,10,107,76,53,16,7,0,0,0,0,0,,10,3,,,2,5,25,1,170433,2,4875,3,1301,1,65,4,380,1,10,11,60090,3,130,2,285,,,,19,,,19,1,1870,3,1504,,,15,4600,,,,,628,3866,12487,2,,2,3,448,1114,29,149,369,1051,1061,148,164,312,583,68302,1706507
2008,2009,,CA,Monterey in California,,,,,1,0,1,,,57,1,,22,80,47,127,21,,,3,,15,34,136,46,42,3,,0,0,0,1,0,,7,,,,,,,1,168211,,,2,261,,,,,,,3,370,,,4,2500,,,,10,,,10,,,2,590,3,1131,3,690,3,690,,,1862,4760,11771,1,,4,13,335,6104,294,114,345,4046,1412,856,149,1005,1330,191457,957385
2008,2009,,TN,Nashville,,,,,1,0,,,,29,1,,12,42,27,69,21,3,,1,,73,1,212,51,29,15,8,1,0,0,0,0,,3,2,,,1,5,35,4,618420,,,2,338,,,3,783,,,8,56258,,,,,,,,19,,,19,1,1847,2,1503,1,238,17,4011,2,634,,,1291,6203,15746,,,,44,687,1613,116,105,342,1652,1575,179,185,364,467,76524,2200892
2008,2009,,LA,New Orleans,,,1,2,,1,2,1,,134,12,,59,205,155,360,16,1,,4,23,197,65,487,108,83,21,4,0,0,0,0,0,,9,1,7,,,,,,,9,109980,25,2231,2,156,7,695,3,4515,74,106575,11,213,5,627,2,18,121,1,3,21,40,3,9084,10,5305,13,9079,55,23915,7,1840,1,193,3553,10502,63511,26,4,26,105,3626,4057,188,207,290,4075,2001,1232,331,1563,3529,387101,1075283
2008,2009,11/18/1957,MN,New Ulm,,,,,1,0,,,,43,,2,25,70,,70,3,,,,,3,,61,77,39,0,29,,0,6,3,0,,,,,4,,10,51,1,9348,2,8579,6,295,,,,,,,,,2,,,,,,,9,,,9,,,3,386,,,16,2003,,,,,2965,5525,10888,,,,4,201,891,,10,74,855,972,185,170,355,661,62787,282566
2008,2009,,NY,New York,1,,1,,,4,6,,,471,25,,141,637,852,1489,299,6,3,3,10,374,367,2840,370,294,79,7,0,0,0,0,0,,,,,11,14,125,231,7,862000,2,4800,17,136000,44,2851,411,5601,42,5222,761,302794,75,2690,263,11521,2,37,32,,7,111,148,10,61268,23,13307,2,15364,187,54743,29,4641,4,218,7653,93510,250852,29,,47,208,6174,23750,1511,916,1396,21699,18518,3971,966,4937,12811,2576800,5726222
2008,2009,,NJ,Newark,,,1,1,,3,3,1,,437,58,8,204,707,179,886,72,13,10,10,,210,152,1015,224,184,27,13,0,0,0,0,0,,,,,2,8,112,220,5,655276,1,6250,4,476,,,2,195,6,118,18,66965,,,,,3,90,40,14,21,,125,4,15956,12,6656,22,8833,298,22389,4,933,,,5350,68250,128492,35,,26,146,2732,15118,516,317,263,12629,9783,2858,402,3260,10161,1318557,2809267
2008,2009,1/10/1966,,Newton (Melkite U.S.),,,1,,,0,2,,,41,4,,6,51,14,65,2,,,,6,50,,5,35,31,4,,,0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,3,,,,,,,,,,,,,351,1245,1599,1,,,,,277,,22,19,360,291,59,28,87,,25591,
2008,2009,8/16/1953,CT,Norwich,,,,,1,0,,,,70,6,,42,118,53,171,14,3,,1,,72,24,213,76,58,13,5,0,0,0,0,0,,6,13,,2,,4,34,,,,,2,239,,,,,,,1,36,,,,,,,,7,1,22,29,,,3,1947,2,365,22,3131,,,,,1664,14950,22086,3,,,27,407,1976,59,97,200,2318,1885,364,116,480,1962,238038,696703
2008,2009,1/13/1962,CA,Oakland,,,,,1,0,1,,,98,8,,54,160,225,385,45,3,5,2,17,124,103,354,84,46,14,23,0,0,0,1,0,,1,17,,,,26,142,,,,,2,106,,,1,438,6,20313,4,724251,1,800,,,,,,20,4,412,432,3,5280,3,1825,7,4265,45,12211,1,85,,,5315,20103,49516,49,,43,59,1803,8655,499,312,329,7691,3541,886,162,1048,2496,430297,2512926
2008,2009,,NY,Ogdensburg,,,,,1,0,,,,77,7,,39,123,5,128,3,,,1,,62,7,120,105,65,5,37,0,0,1,0,0,,10,,,4,,18,769,,,,,1,128,,,,,,,4,30000,,,,,,,,5,,,5,,,2,418,,,13,2068,,,,,1359,7365,11215,2,,,11,197,1085,50,48,48,1050,936,282,91,373,1564,112612,491898
2008,2009,2/6/1973,OK,Oklahoma City,,,1,,,0,,1,,63,1,,26,90,32,122,24,3,1,,,93,9,104,71,64,6,0,0,0,0,0,0,,44,,,,4,10,71,4,555626,1,105,6,408,,,2,118,,,,,1,30,,,,,,15,,,15,1,709,2,1004,,,18,3900,2,327,,,2781,7868,16604,6,,6,16,398,2287,248,243,525,2897,1272,342,320,662,834,106919,2985112
2008,2009,,NE,Omaha,,,1,,,0,1,1,2,137,8,,53,198,83,281,6,3,,,14,245,23,297,134,96,3,33,1,0,0,1,0,,15,,,1,,22,95,5,242762,,,4,284,,,31,3968,2,9102,11,91000,,,1,83306,,,,26,,,26,2,8051,13,3217,5,2520,56,14136,1,72,1,54,3165,14617,45858,20,2,4,20,1539,4365,209,177,483,4081,3516,829,462,1291,1779,221184,902447
2008,2009,6/18/1976,CA,Orange in California,,,,,1,2,1,1,,117,30,,4,151,127,278,14,3,2,6,,85,8,323,60,47,8,5,0,0,0,0,0,,4,4,,,8,323,215,3,877838,4,22489,2,65,,,2,170,5,220,9,3224599,,,1,100,,,,27,5,,27,,,3,4580,4,2320,33,11817,2,574,,,6900,12390,38608,7,,1,2,623,14546,643,437,851,12397,6049,1738,508,2246,2815,1197681,3002048
2008,2009,6/18/1968,FL,Orlando,,,,,1,0,1,,,92,4,1,27,124,71,195,71,2,,1,,172,12,100,80,71,8,0,0,0,0,0,0,,9,,,,14,28,220,,,1,214,,,,,6,458,,,7,183978,1,22,,,,,,19,,,19,,,5,2727,,,31,11792,,,1,57,3107,22852,40554,1,,4,19,1134,6428,464,327,695,6498,5063,2427,391,2818,3668,398325,4040919
2008,2009,11/18/1996,,Our Lady of Deliverance - Syriac,,,,,1,,,,,9,2,,,11,,11,,,,,,3,,,9,,8,1,,0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,54,324,380,,,,,,54,,6,6,60,60,32,6,38,22,18200,
2008,2009,3/12/1994,,Our Lady of Lebanon of L.A.,,,,1,1,,,,,29,2,,3,34,16,50,,,,,,14,,5,28,22,6,,,0,,,,,10,,,,,,,,,,,,,1,22,1,40,,,,,,,1,70,,,,4,,,4,,,,,,,,,1,13,,,,,1953,,,,,1,374,,21,32,324,340,93,41,134,188,44782,
2008,2009,1/1/1982,,Our Lady of Nareg for Armenians,,,,,1,,,,,3,1,,,4,8,12,,,,,,2,,8,7,3,4,,,0,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,4,935,,,,,,,,35,972,2,,,8,78,123,12,,,41,135,46,27,73,36,25000,
2008,2009,12/9/1937,KY,Owensboro,,,,,1,0,,,,49,3,,23,75,23,98,12,,,2,,4,3,181,79,43,5,28,0,0,1,2,0,,,,,,,12,47,1,298157,,,2,231,,,3,209,1,,2,9469,,,,,,,,14,,2,16,1,627,3,754,,,15,3805,,,,,1169,3292,9663,2,,,15,247,943,74,94,199,924,742,197,165,362,493,49909,865416
2008,2009,10/24/1984,FL,Palm Beach,,,,,1,0,1,,,77,4,,33,114,28,142,6,,,2,8,86,3,119,49,44,5,0,0,0,0,0,0,,4,,,,3,41,82,,,,,5,437,,,5,700,,,25,20000,,,,,1,9,46,7,,,16,,,3,1743,,,14,4927,2,573,,,3524,13265,24048,,,,36,592,4276,254,217,406,4326,2637,583,183,766,2482,258325,1970000
2008,2009,2/21/1969,,Parma-Byzantine,,,,,1,,,,,27,4,,12,43,1,44,6,1,,,1,12,,9,31,28,,3,,0,,,,,4,2,,,,,,,,,,,,,,2,57,,,5,16250,,,,,,,,1,,,1,,,,,,,1,179,,,,,120,430,730,,,,3,12,74,,7,21,45,63,29,9,38,150,8839,
2008,2009,7/31/1963,,Passaic - Byzantine,,,,,1,,1,,,53,4,,13,70,13,83,3,1,,,,27,1,16,84,50,5,29,,0,,,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,1027,1349,,,,,,163,,6,19,170,177,31,14,45,456,17629,
2008,2009,12/9/1937,NJ,Paterson,,,,,1,0,1,2,6,151,15,,81,247,137,384,24,3,1,6,,206,28,717,111,99,7,5,0,0,0,0,0,,,5,,,2,31,140,3,814152,,,6,440,1,70,6,1600,2,1500,13,61848,12,90,,,,,,37,3,8,45,2,2147,4,2759,4,1267,45,11434,3,654,,,10581,34667,63554,16,,8,69,1224,7367,136,99,237,7633,4901,1039,276,1315,3299,439242,1132068
2008,2009,11/6/1975,FL,Pensacola-Tallahassee,,,,,1,0,,,,46,9,,14,69,17,86,21,1,,3,,54,6,27,49,35,9,5,0,0,0,0,0,,9,,,,5,10,63,1,24381,,,1,612,,,,,,,4,23001,,,2,37,,,,13,,,13,,,2,712,,,8,2057,,,,,1103,3915,7800,1,,,8,222,1008,95,134,266,1090,892,183,129,312,577,63968,1364963
2008,2009,,IL,Peoria,,,,,1,0,,2,1,146,11,1,54,212,30,242,11,5,,2,,162,9,215,159,121,22,16,0,0,0,0,0,,28,,,,,,,9,4165000,,,4,400,,,3,400,1,25,1,35000,,,,,,,,37,,,37,1,425,7,2765,,,42,10317,,,,,1535,9931,25010,13,,2,10,999,2335,,235,705,2356,3086,468,350,818,1973,169500,1447418
2008,2009,,PA,Philadelphia,1,1,,,,4,2,1,,442,18,,146,606,371,977,28,3,1,,,239,105,2882,268,244,24,0,0,0,0,0,0,,7,19,,2,1,111,266,7,631718,1,113,37,5709,2,588,2,79,3,2039,18,103010,7,894,18,20454,1,41,102,,1,6,47,11,45049,20,19137,15,7705,186,57809,17,4868,5,258,1366,53399,189638,99,,36,428,8569,14133,636,464,426,13311,13765,3414,1564,4978,11573,1458430,3887694
2008,2009,5/28/1913,,Philadelphia-Ukrainian,,,1,1,,1,,,,33,,,8,41,4,45,8,,,,,5,,58,66,42,2,22,,0,,,,,,,,,,33,2,,,,,2,240,,,1,60,,,,,,,,,1,2,11,,,,2,1,958,,,1,411,5,709,,,,,74,424,2578,2,,,22,172,186,6,7,38,113,213,55,19,74,480,16738,
2008,2009,12/2/1969,AZ,Phoenix,,,,,1,0,1,,,84,1,,51,136,102,238,30,3,1,3,8,244,18,205,92,64,19,5,3,2,1,1,0,,22,2,,,6,53,369,2,564572,1,13192,16,980,1,3,9,775,38,3531,49,1599451,18,106,1,1257,,,,22,,,22,,,5,3875,1,1253,29,10021,,,,,3174,29383,47728,5,,5,48,890,10895,712,329,1471,7801,13215,1058,275,1333,3033,706433,4415210
2008,2009,,PA,Pittsburgh,,,,,1,1,2,,,266,15,1,112,394,103,497,33,3,,3,,42,32,1185,214,177,9,27,0,,1,0,0,,,,,,2,59,262,1,241554,1,2449,9,1732,,,9,1655,5,1416,6,121313,1,175,1,336,1,16,,13,,,29,3,13785,8,3439,4,739,98,18762,4,799,2,161,5423,41023,84160,2,,11,52,1783,5766,291,276,542,7148,7505,1690,673,2363,8574,719801,1920707
