Year,Year_OCD,Year established,Diocese,Cd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abbts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,ExtPrDio,TotPr,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwResPstr:Tot,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,PrshwoResPrTot,Ms,PstrCenter,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,Coll/Univ:AvgEnroll,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnts,HS:D/Prsh/Prvt,"HS:D/Prsh/Prvt,TotEnroll",HS:AvgEnroll,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,ElSch:D/Prsh/Prvt,ElSch:D/Prsh/PrvtTotEnroll,ElSch:AvgEnroll,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Scholastics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Convrt,TotBapt,Mar,Dth,TotCath,TotPop
1997,1998,,Green Bay,0,,0,,1,1,1,1,3,160,9,5,61,235,147,4,382,3,2,2,1,79,46,690,201,119,30,149,45,1,,6,,,52,4,18,,71,92,7,493106,,,10,1173,,,2,100,4,658,8,218575,1,7,,,,,,10,1,4,14,2,5066,2533,5,1483,1,826,6,2309,384.8333333,79,13333,,,79,13333,168.7721519,,,8961,18584,48267,1,,3,39,926,4792,187,474,5304,3914,0,0,2068,3296,387868,898050
1997,1998,3/10/1951,Greensburg,0,,0,,1,,,1,1,111,11,,34,156,89,,245,3,2,1,,,43,291,107,82,10,92,15,,,,,,15,0,0,1,13,48,1,53926,,,2,58,,,,,,,,,1,95,3,4,,,,13,1,15,28,2,2302,1151,2,795,,,2,795,397.5,27,5708,4,302,31,6010,193.8709677,,,1314,10824,21273,22,,6,34,311,2348,144,373,2592,2828,0,0,1050,2827,193098,679144
1997,1998,,Harrisburg,0,,0,,1,,,0,,129,10,,23,162,34,11,196,2,,2,,63,1,564,89,74,12,86,3,,,,,,3,7,0,,,0,2,335772,,,6,828,1,86,1,9,4,182,6,2801,,,1,41,,,,11,,,11,,,,7,3708,1,30,8,3738,467.25,40,10864,2,47,42,10911,259.7857143,,,2104,20899,37663,2,,,99,743,3565,297,551,3816,3432,0,0,1268,2221,230871,1940954
1997,1998,,Hartford (Archdiocese),0,,1,,0,2,,0,,301,16,1,98,416,113,15,529,2,1,6,,333,46,995,220,192,20,212,8,,,,,,8,4,0,2,36,94,3,715286,,,6,855,1,500,1,80,1,8,20,24000,8,34,,,1,6,,10,1,145,161,3,3920,1306.666667,4,1851,7,3062,11,4913,446.6363636,70,18831,2,330,72,19161,266.125,1,47,8619,43752,80573,17,,4,111,1207,10956,256,370,10354,7402,0,0,3333,8840,756663,1806705
1997,1998,,Helena,0,,0,,0,,,0,,51,11,1,26,89,9,4,98,2,,1,,27,2,63,58,43,3,46,8,,,4,,,12,39,14,2,25,27,3,181351,,,,,,,2,150,,,,,,,,,1,5,3,8,,,13,1,1180,1180,2,403,,,2,403,201.5,4,852,,,4,852,213,,,1533,5948,9929,10,,,10,196,952,248,115,1118,814,0,0,353,882,66500,424372
1997,1998,9/10/1941,Honolulu,0,,0,,1,,1,0,,40,14,,16,70,79,4,149,,,1,39,33,52,152,68,37,28,65,2,1,,,,,3,0,0,3,20,33,2,394015,3,10434,2,31814,,,3,195,1,204,2,31814,1,717,82,5222,,,,4,,2,6,1,2592,2592,3,1171,4,2439,7,3610,515.7142857,24,6923,1,363,25,7286,291.44,,,1757,5295,20546,6,,15,57,390,3220,391,286,2162,1278,0,0,1081,1572,232780,1178600
1997,1998,6/5/1977,Houma-Thibodaux,0,,0,,1,,,0,,45,1,,27,73,7,1,80,3,,,3,25,12,34,42,32,1,33,6,,,3,,,9,6,0,,,0,,,,,,,,,1,96,2,65,4,9506,,,,,,,,11,,,11,,,,3,1871,,,3,1871,623.6666667,10,4186,,,10,4186,418.6,,,3247,6382,15697,,,7,,312,1768,60,159,1547,1449,0,0,481,1091,97993,208185
1997,1998,12/19/1944,Indianapolis (Archdiocese),0,,1,,0,,,1,2,120,5,1,38,164,115,12,279,3,2,,,,53,780,138,100,23,123,6,,,9,,,15,13,0,5,35,152,2,1147664,,,5,797,,,5,348,3,688,9,70799,,,,,,,,26,1,122,148,3,2675,891.6666667,6,3173,3,1948,9,5121,569,62,19854,,,62,19854,320.2258065,,,3138,14479,45415,,,5,53,1425,4350,684,852,3557,2276,0,0,1415,1979,219247,2201503
1997,1998,6/6/1977,Jackson,0,,0,,1,,,0,,51,6,1,12,70,30,,100,,,,,11,9,237,74,44,21,65,2,,1,4,2,,9,28,3,3,23,15,1,68195,1,7655,1,225,2,168,2,200,5,2000,2,8050,3,60,4,150,,,,3,,,3,1,21,21,4,792,,,4,792,198,16,3200,,,16,3200,200,,,1328,4543,9887,2,,1,22,313,757,167,311,740,474,0,0,326,459,44340,1980025
1997,1998,7/2/1956,Jefferson City,0,,0,,1,,1,0,,85,3,3,24,115,8,9,123,1,,2,,60,7,101,95,65,7,72,16,,1,5,1,,23,15,0,1,23,23,1,117463,15,151155,2,210,,,9,1062,,,,,,,,,1,20,4,10,,,30,,,,2,985,,,2,985,492.5,37,6199,,,37,6199,167.5405405,,,2733,4984,14931,6,,5,25,438,1392,219,284,1488,1407,0,0,646,747,81122,861940
1997,1998,3/24/1949,"Joliet, IL",0,,0,,1,1,,1,2,152,10,1,36,199,112,13,311,2,,2,26,138,95,766,119,99,17,116,3,,,,,,3,10,0,3,69,167,3,588624,,,10,2231,,,3,1126,1,35,5,33912,1,120,,,,,,21,,,21,3,12530,4176.666667,4,2515,4,3080,8,5595,699.375,62,19311,,,62,19311,311.4677419,,,5371,48682,91510,34,,22,44,1485,10458,332,914,9335,6789,0,0,2536,3534,535000,1494978
1997,1998,6/23/1951,Juneau,0,,0,,1,,,0,,4,5,,7,16,4,,20,,,,,9,0,10,10,3,4,7,3,,,,,,3,15,0,,,0,1,46403,,,1,102,,,1,100,,,1,6047,,,1,7850,,,,1,,,1,,,,,,,,,,,1,105,,,1,105,105,,,184,610,900,,,,,9,128,36,37,110,33,0,0,43,26,6030,74217
1997,1998,7/21/1971,Kalamazoo,0,,0,,1,,1,0,,36,,,21,57,10,10,67,1,,,,17,5,234,46,31,12,43,,1,,2,,,3,13,1,4,11,41,3,565960,,,5,423,,,2,85,2,820,4,27730,,,,,,,,5,,,5,,,,3,857,,,3,857,285.6666667,21,4474,,,21,4474,213.047619,,,1227,6773,13336,,,,10,319,1587,307,252,1543,1330,0,0,542,869,109328,912044
1997,1998,8/9/1952,"Kansas City, KS (Archdiocese)",0,,1,1,0,,1,1,2,79,2,1,14,96,77,,173,1,,2,,,20,830,119,59,18,77,42,,,,,,42,0,0,,22,69,3,327154,2,13375,4,575,,,,,,,10,15245,1,200,,,,,,11,,2,13,3,2430,810,5,3085,2,337,7,3422,488.8571429,40,11672,1,40,41,11712,285.6585366,,,2724,14396,34697,1,,1,59,377,3675,429,588,3568,2877,0,0,1224,1337,188704,952000
1997,1998,8/29/1956,Kansas City-St. Joseph,0,,0,,1,,1,1,1,78,5,2,46,131,100,,231,3,,,,60,36,327,83,60,20,80,,1,,1,1,,3,14,0,1,22,160,3,244243,,,14,1232,,,14,303,,,,,1,26,,,,,,10,1,21,31,2,4112,2056,5,1506,3,1669,8,3175,396.875,33,9077,1,298,34,9375,275.7352941,,,930,8977,26600,4,,2,20,807,2437,549,389,2518,1692,0,0,982,1348,161043,1299555
1997,1998,9/8/1988,Knoxville,0,,0,,1,,,0,,37,1,,6,44,15,7,59,,,1,,23,16,52,44,29,6,35,8,,,,1,,9,2,2,1,7,22,2,317928,1,103,1,277,,,,,1,500,6,27674,,,,,,,,19,,,19,,,,2,945,,,2,945,472.5,8,2585,,,8,2585,323.125,,,1142,3746,8437,3,,1,9,156,786,175,284,889,665,0,0,273,309,45482,2012885
1997,1998,,La Crosse,0,,0,,1,,2,0,1,124,7,3,62,196,24,7,220,,,,,22,8,542,178,105,6,111,53,,,11,1,,65,0,2,,22,27,9,313632,,,12,1038,,,1,150,3,6500,2,1000,3,185,,,1,2,6,36,,,38,1,1637,1637,7,1897,,,7,1897,271,78,10600,,,78,10600,135.8974359,,,8749,17125,40046,6,,,21,594,3129,140,308,3345,3318,0,0,1425,2248,231064,882036
1997,1998,10/21/1944,"Lafayette, IN",0,,0,,1,,,0,,81,19,,21,121,22,2,143,,,,,5,2,92,62,51,4,55,7,,,,,,7,1,0,,18,60,4,207767,,,2,385,,,,,,,,,,,,,,,,5,,,5,3,6969,2323,1,364,,,1,364,364,20,3934,,,20,3934,196.7,,,2950,9271,23493,,,,,235,1861,292,441,1842,1252,0,0,622,780,94512,1115156
1997,1998,1/11/1918,"Lafayette, LA",0,,0,,1,,2,0,,111,5,1,28,145,56,8,201,6,,2,,57,32,178,121,89,24,113,3,1,,3,,,7,35,0,,,0,1,81000,1,16000,5,1200,,,,,2,1050,6,180000,,,,,,,,28,1,15,43,,,,9,3755,1,130,10,3885,388.5,29,11000,2,670,31,11670,376.4516129,,,26186,10571,52355,,,3,23,820,5853,173,220,5396,4325,0,0,1831,3587,363090,545000
1997,1998,4/25/1980,Lake Charles,0,,0,,1,,,0,,44,6,,6,56,18,8,74,1,,,3,25,4,28,36,24,12,36,,,,,,,0,25,0,2,7,39,1,104497,,,,,,,1,57,,,1,2166,,,,,,,,9,,,9,,,,1,511,,,1,511,511,8,2386,,,8,2386,298.25,,,4267,5817,12990,1,,1,,198,1772,131,225,1464,1086,0,0,456,922,82414,259425
1997,1998,5/22/1937,Lansing,0,,0,,1,,1,0,,104,7,,41,152,28,11,180,4,,3,,62,9,441,93,77,8,85,,,,7,2,,9,1,2,,,400,9,644597,5,8000,2,250,3,250,1,150,,,10,,1,60,,,,,,28,,,28,1,2000,2000,4,2397,,,4,2397,599.25,38,1060,1,345,39,1405,36.02564103,,,3027,20469,38325,8,,1,16,641,596,110,1061,4449,3559,0,0,1741,224,210460,1668243
1997,1998,10/18/1982,Las Cruces,0,,0,,1,,,0,,19,1,,7,27,50,6,77,,,1,,26,4,78,44,16,20,36,6,1,,1,,,8,45,0,4,17,20,,,3,142000,,,,,1,40,,,1,3000,,,,,,,,3,,,3,,,,,,,,,,,4,635,,,4,635,158.75,,,2983,8344,11965,,,,,41,2612,72,66,2346,1231,0,0,502,946,126349,463500
1997,1998,3/21/1995,Las Vegas,0,,0,,1,,,0,,24,1,,20,45,19,29,64,,,,,8,6,51,22,17,5,22,,,,,,,0,7,0,1,6,29,1,89420,,,,,,,,,,,10,758785,,,,,,,,,,,,,,,1,1098,,,1,1098,1098,6,2287,,,6,2287,381.1666667,,,1787,7755,12927,2,,3,3,141,4503,271,243,2752,984,0,0,837,641,377000,1300000
1997,1998,3/2/1988,Lexington,0,,0,,1,,,0,,37,1,,12,50,22,2,72,1,,2,,29,3,176,60,36,6,42,6,1,1,,1,9,18,6,0,4,32,27,6,410631,4,74502,1,82,,,3,150,,,1,8179,,,,,,,,5,,,5,,,,1,758,2,89,3,847,282.3333333,14,2894,1,148,15,3042,202.8,,,753,2865,7512,2,,,22,215,718,142,298,1027,720,0,0,294,212,41977,1444148
1997,1998,,Lincoln,0,,0,,1,,,0,,113,7,2,22,144,11,2,155,7,,5,,,11,113,134,85,3,88,46,,,,,,46,1,0,,,0,3,211112,,,3,244,,,,,,,4,50002,1,16,2,11323,1,,,36,,,36,,,,6,1727,,,6,1727,287.8333333,24,5364,,,24,5364,223.5,1,16,2253,6296,15692,46,,,56,426,1448,168,174,1497,2243,0,0,440,633,87198,516662
1997,1998,,Little Rock,0,,0,,1,,,1,1,56,1,,26,83,65,12,148,,,,,58,47,365,90,53,30,83,3,2,,2,,,7,44,0,1,39,38,10,782801,1,3000,4,279,,,8,232,2,93,23,14982,,,,,,,,15,,,15,,,,5,1416,2,788,7,2204,314.8571429,31,6601,1,66,32,6667,208.34375,,,2220,4589,15710,10,,9,46,544,2002,248,465,1643,1206,0,0,641,891,86990,2509791
1997,1998,,Los Angeles (Archdiocese),1,,0,,0,5,2,1,,432,15,,124,571,662,122,1233,5,3,,9,153,171,1944,286,210,65,275,10,,,,,1,11,21,1,13,165,444,20,1139746,5,12000,7,2256,2,500,81,4256,11,938,79,259248,2,315,3,106,2,74,72,,15,24,98,5,10009,2001.8,29,17352,22,13115,51,30467,597.3921569,221,69903,9,2718,230,72621,315.7434783,,,24000,200000,337195,76,24,25,381,4379,101126,1956,2051,46861,15494,0,0,12094,13395,3188816,10603000
1997,1998,,Louisville (Archdiocese),0,,1,1,0,,1,1,,129,3,1,58,191,69,,260,2,3,,,101,87,1049,112,81,11,92,16,1,,2,1,,20,12,3,1,45,119,2,150302,1,2300,5,796,1,62,1,185,1,223,1,3521,,,,,,,,12,,,12,3,4108,1369.333333,4,2066,6,4023,10,6089,608.9,57,17354,3,542,60,17896,298.2666667,1,63,1212,8392,37772,7,,15,28,1269,3101,367,627,3159,2649,0,0,1139,1875,181896,1139022
1997,1998,6/17/1983,Lubbock,0,,0,,1,,,0,,31,1,,2,34,10,6,44,1,,,24,47,0,35,36,25,7,32,4,,,,,,4,24,1,,10,7,1,97399,35,451178,,,,,,,,,1,33000,,,,,,,,12,,,12,,,,1,92,,,1,92,92,2,330,,,2,330,165,,,3136,6082,9652,,,,,34,1526,195,91,1168,947,0,0,314,395,53035,451995
1997,1998,1/1/1946,Madison,0,,0,,1,1,,0,,116,5,,35,156,19,,175,,,,,1,10,402,137,103,3,106,31,,,,,,31,0,0,1,31,115,4,241348,2,306,6,762,,,15,688,,,7,47154,1,400,,,,,,20,,,20,1,2056,2056,1,92,1,584,2,676,338,44,7378,1,253,45,7631,169.5777778,,,11254,16108,37745,,,2,32,551,3278,439,0,3181,2580,0,0,1314,1650,258594,876469
1997,1998,,Manchester,0,,0,,1,1,1,1,1,166,10,,75,251,78,,329,4,,1,,23,46,765,131,115,10,125,5,,,,,,5,38,0,1,44,49,2,15182,,,6,433,2,62,1,310,,,,,,,,,,,,15,,1,16,6,6439,1073.166667,3,1569,1,780,4,2349,587.25,34,6850,3,837,37,7687,207.7567568,,,5539,28591,50621,,,6,58,622,5169,178,0,5195,3044,0,0,1443,3180,326870,1162000
1997,1998,,Marquette,0,,0,,1,,1,0,,58,7,,43,108,12,5,120,,,1,3,18,0,67,74,53,9,62,7,1,,4,,,12,24,0,,19,25,1,66670,,,1,123,,,,,,,6,1393,,,,,,,,8,,,8,,,,,,,,,,,10,1695,,,10,1695,169.5,,,3279,6346,44328,,,,8,108,1071,52,159,1079,1060,0,0,459,1232,71706,309000
1997,1998,1/16/1971,Memphis,0,,0,,1,,,0,,48,4,,14,66,11,7,77,,,,,21,42,107,49,34,5,39,8,1,,1,,,10,5,1,1,9,23,1,25168,1,335,8,1076,1,236,9,2224,1,564,1,7046,5,78,2,318,,,,10,,,10,1,1784,1784,4,1256,2,1132,6,2388,398,11,3786,2,468,13,4254,327.2307692,1,44,709,4577,13766,1,,10,16,463,1075,231,363,1342,1131,0,0,383,440,59138,1426923
1997,1998,11/19/1981,Metuchen,0,,0,,1,,1,0,,163,17,1,29,210,46,21,256,3,,2,,103,23,492,108,97,5,102,6,,,,,,6,0,0,4,40,64,1,172380,2,2500,3,273,,,7,1859,4,219,9,21147,1,10,2,42,,,,13,,,13,,,,4,2622,2,1132,6,3754,625.6666667,42,14199,1,213,43,14412,335.1627907,1,38,1208,39058,58483,2,,9,83,899,7311,138,293,7113,5319,0,0,1892,3888,483500,1188671
1997,1998,8/13/1958,Miami (Archdiocese),0,,1,1,0,3,,0,,213,8,1,43,265,122,56,387,2,,1,,128,56,345,108,99,9,108,,,,,,,0,5,1,2,59,143,2,573198,3,17575,4,87557,2,303,7,3345,5,7058,38,999979,1,121,11,2075,1,19,24,18,,,37,2,9482,4741,7,6915,5,2949,12,9864,822,54,22833,3,1222,57,24055,422.0175439,2,11641,2935,43753,101765,10,,21,51,1733,16788,826,1019,12946,7649,0,0,3379,4586,774125,3595133
1997,1998,,Milwaukee (Archdiocese),0,,1,,0,1,1,1,1,287,27,3,157,474,290,18,764,1,4,3,,154,31,2235,274,206,23,229,31,,,4,7,,42,0,21,5,58,394,11,1912592,1,14000,27,5664,,,7,1132,6,3119,45,222895,,,,,1,23,,,1,5,28,5,21491,4298.2,7,4450,6,3213,13,7663,589.4615385,143,32830,2,92,145,32922,227.0482759,2,17,14556,38445,115122,85,,10,181,2847,9466,510,611,9779,6046,0,0,3500,6046,680170,2080000
1997,1998,,Mobile (Archdiocese),0,,1,,0,,,0,,75,5,2,23,105,47,8,152,1,1,1,,41,16,221,76,52,19,71,4,,1,,,,5,15,3,2,13,37,1,182750,4,4211,3,375,1,200,4,234,2,63,9,94632,3,176,3,260,,,,14,,4,18,1,960,960,3,1602,,,3,1602,534,21,5942,,,21,5942,282.952381,,,810,3516,12848,1,,2,21,510,1215,221,353,1230,1232,0,0,480,660,68838,1452506
1997,1998,,Monterey,0,,0,,1,,2,1,,55,4,,32,91,24,7,115,1,,1,,4,26,151,46,38,7,45,1,,,,,,1,9,0,,,0,1,116693,1,46,3,422,,,,,,,,,,,,,,,,12,,1,13,,,,2,607,2,776,4,1383,345.75,12,3426,3,627,15,4053,270.2,,,1524,10763,17736,1,,6,21,268,5757,195,193,3577,1072,0,0,965,1073,176650,883250
1997,1998,,Nashville,0,,0,,1,,1,0,,35,6,,12,53,20,4,73,2,,1,,28,2,137,50,30,8,38,11,,,,1,,12,3,0,,9,30,1,153760,,,3,451,,,2,300,1,246,6,34069,,,2,774,,,,5,,,5,1,385,385,1,1000,1,200,2,1200,600,13,3436,2,724,15,4160,277.3333333,,,1675,6401,13826,1,,,44,391,1670,204,439,1331,1204,0,0,446,456,60405,1803687
1997,1998,,New Orleans (Archdiocese),0,,1,1,0,2,1,1,,168,19,,42,229,217,16,446,1,,3,,194,141,870,146,108,34,142,4,,,,,,4,8,1,,,0,,,3,5180,17,3051,2,201,17,1136,4,3660,55,158562,9,93,14,2266,2,23,132,1,3,17,41,3,10311,3437,10,6627,13,9810,23,16437,714.6521739,74,32742,6,1441,80,34183,427.2875,1,192,4148,18072,83384,95,,40,155,3515,7060,408,365,6754,5984,0,0,2400,4580,471107,1335563
1997,1998,11/18/1957,New Ulm,0,,0,,1,,,0,,54,9,2,28,93,1,3,94,,,,,3,0,91,80,46,,46,15,,,16,3,,34,2,0,,8,52,1,7750,2,7435,6,460,,,,,,,,,,,1,1200,,,,7,,,7,,,,3,554,,,3,554,184.6666667,19,3049,,,19,3049,160.4736842,,,3883,8807,16300,1,,,11,211,1124,66,103,1282,1269,0,0,471,736,73202,283229
1997,1998,,New York (Archdiocese),1,,0,,0,8,2,0,,588,55,,252,895,1021,246,1916,8,,,9,310,414,3849,413,314,80,394,19,,,,,,19,0,0,,,0,17,1969157,3,157310,17,20800,14,40456,15,1744,5,624,148,685800,,,,,2,75,8,2,2,6,83,12,60700,5058.333333,25,13824,30,14597,55,28421,516.7454545,223,76021,15,3913,238,79934,335.8571429,4,200,13050,99700,282088,50,,49,260,4200,35883,1038,541,26947,19990,0,0,9207,16413,2347100,5213513
1997,1998,,Newark (Archdiocese),0,,1,1,0,5,1,1,,560,42,5,157,764,250,77,1014,14,,17,,228,124,1757,233,203,30,233,,,,,,,0,0,172,18,172,193,7,866365,90,24665,7,498,,,126,3000,4,167,240,125377,2,48,7,16355,3,109,22,2,1,20,131,4,16283,4070.75,18,8530,19,7343,37,15873,429,140,43571,6,1632,146,45203,309.609589,5,265,4571,57094,139420,133,,39,382,3773,18425,577,712,14344,10643,0,0,5505,11918,1346185,2649657
1997,1998,1/10/1966,Newton (Melkite U.S.),,,0,1,1,1,,,,32,3,,8,43,19,4,62,1,,,3,27,1,3,35,,,,,,,,,,,6,,,,,,,,,,,,,,,2,5500,1,5300,,,,,1,1,,,1,2,3,,,,,,,,,,,,,,,,,,,,262,1194,1459,,,,,,456,22,9,499,566,,,140,172,27800,
1997,1998,8/16/1953,Norwich,0,,0,,1,,,0,,101,5,,37,143,60,6,203,2,,4,,49,27,320,78,66,11,77,1,,,,,,1,10,23,3,26,12,,,,,3,250,,,,,,,1,126,,,,,,,,11,1,,11,,,,3,1750,2,321,5,2071,414.2,23,4658,,,23,4658,202.5217391,,,2728,15155,24623,1,,1,15,23,3165,132,203,2983,1655,0,0,1013,2082,223511,625829
1997,1998,1/13/1962,Oakland,0,,0,,1,,,0,,163,,,40,203,101,12,304,3,,,,80,16,320,89,59,16,75,12,,,,2,,14,3,11,1,35,319,1,29000,,,2,1221,,,5,1400,6,20000,3,25000,1,736,4,19038,,,,18,,71,89,3,4500,1500,3,1922,6,4090,9,6012,668,51,6012,,,51,6012,117.8823529,,,1750,9882,28245,,,16,19,848,9443,543,1028,6992,2584,0,0,1645,2799,500000,2209629
1997,1998,,Ogdensburg,0,,0,,1,,,0,,114,9,2,43,168,17,1,185,2,,,,58,12,194,123,87,6,93,28,,,2,,,30,28,9,2,32,24,,,2,48100,3,880,,,1,26,,,8,15700,,,15,14000,1,8,15,10,,,18,1,335,335,2,689,,,2,689,344.5,24,4427,,,24,4427,184.4583333,,,3008,9885,18362,2,,1,30,371,1989,163,94,2090,1707,0,0,764,1667,139447,495263
1997,1998,2/6/1973,Oklahoma City (Archdiocese),0,,1,1,0,,,1,3,70,5,1,17,93,24,7,117,2,,,,48,10,151,75,60,12,72,3,,,,,,3,46,1,,23,71,6,617440,,,5,333,,,2,374,,,1,668,1,25,,,,,,9,,,9,1,600,600,1,706,1,250,2,956,478,18,3540,1,285,19,3825,201.3157895,,,2765,8762,16917,2,,,12,241,2174,386,572,1826,1188,0,0,762,828,93262,2029229
1997,1998,,Omaha (Archdiocese),0,,1,1,0,,2,1,1,161,10,,60,231,132,11,363,7,,3,,131,26,343,141,121,4,125,15,1,,,,,16,18,0,,18,267,4,268064,1,220,4,361,,,5,,1,,13,121703,,,2,29802,,,,39,1,11,50,2,7361,3680.5,12,3534,6,2704,18,6238,346.5555556,60,15900,3,301,63,16201,257.1587302,1,55,3905,15503,49315,23,,4,41,1300,4447,223,545,4373,3444,0,0,1466,1889,214523,818677
1997,1998,6/18/1976,Orange,0,,0,,1,1,,1,1,117,8,1,52,178,94,16,272,2,1,2,,49,7,360,54,46,8,54,5,4,,,,,9,5,0,4,49,165,1,34488,2,170983,1,55,,,1,100,5,15801,3,375479,2,51,1,100,,,,50,1,11,61,,,,3,4633,3,1076,6,5709,951.5,35,13257,2,718,37,13975,377.7027027,,,7645,30660,58050,11,,1,51,933,17767,811,652,11211,4406,0,0,3714,2748,606484,2636888
1997,1998,6/18/1968,Orlando,0,,0,,1,1,,0,,101,7,,26,134,65,45,199,,,3,5,123,13,142,70,60,10,70,,,,,,,0,10,0,2,49,179,,,,,,,,,9,900,2,105,6,25000,,,9,900,,,,19,,,19,,,,4,2370,,,4,2370,592.5,32,12809,,,32,12809,400.28125,1,61,3877,21757,40893,1,,,36,826,5926,670,917,5683,3690,0,0,1599,3296,312609,2992581
1997,1998,11/18/1996,Our Lady of Deliverance - Syriac,,,,,1,,,,,9,1,,,10,1,,11,2,,,,4,,,6,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,250,400,,,,,,60,4,48,64,64,,,17,19,12070,
1997,1998,,Our Lady of Lebanon of L.A.,,,,,1,,,,,26,,,2,28,7,,35,1,,1,7,,8,,29,,,,,,,,,,,,,,,,,,,,,,,,1,55,,,,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,363,22,41,195,241,,,143,170,23711,
1997,1998,12/9/1937,Owensboro,0,,0,,1,,,0,,63,5,,16,84,13,1,97,4,2,,,,4,239,79,48,3,51,26,,,2,,,28,0,2,3,31,34,1,85000,2,8000,2,176,,,3,136,,,2,16000,,,,,,,,12,,,12,1,750,750,3,1064,,,3,1064,354.6666667,19,4434,,,19,4434,233.3684211,,,1354,3774,11388,1,,1,14,353,1074,155,265,1020,1250,0,0,492,567,51932,778235
1997,1998,10/24/1984,Palm Beach,0,,0,,1,,,0,,72,5,,19,96,42,14,138,1,1,3,,37,3,183,46,40,6,46,,,,,,,0,5,0,1,28,45,1,15862,,,1,120,,,2,120,1,16,21,19251,2,12,,,1,13,60,11,,,24,,,,3,2067,,,3,2067,689,14,5357,2,562,16,5919,369.9375,,,2377,13530,23917,13,,,22,420,4397,280,349,3675,1960,0,0,1157,2347,219470,1438844
1997,1998,2/21/1969,Parma-Byzantine,,,,,1,,,,,29,1,,9,39,2,1,41,,,,,3,,14,38,,,,,,,,,,,2,,,,,,,,,,,,,1,101,,,1,7000,,,,,,,,3,,,3,,,,,,,,,,,2,349,,,2,349,174.5,,,176,825,1353,,,,5,18,145,13,34,155,133,,,62,190,12716,
1997,1998,7/31/1963,Passaic - Byzantine,,,,,1,,1,,,74,4,,16,94,7,5,101,1,,1,,17,4,21,98,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,8,,,8,,,,,,,,,,,1,490,,,1,490,490,,,365,1965,2828,,,,8,20,351,16,79,398,333,,,148,580,59733,
1997,1998,12/9/1937,Paterson,0,,0,,1,,,2,5,176,24,,63,263,194,18,457,,,,,138,42,944,111,98,12,110,1,,,,,,1,0,0,2,53,117,3,701290,,,9,470,2,56,20,900,2,16000,13,37500,8,60,,,,,,9,4,8,17,2,1793,896.5,5,2424,5,1547,10,3971,397.1,58,15946,3,578,61,16524,270.8852459,,,9281,33290,64876,37,,19,206,1171,8815,166,319,7500,4163,0,0,2173,3716,380293,1055369
1997,1998,11/6/1975,Pensacola-Tallahassee,0,,0,,1,,,0,,52,8,,14,74,9,28,83,1,,,,45,5,61,49,41,6,47,2,,,,,,2,9,0,5,6,6,1,20269,,,3,186,,,3,366,,,7,50362,,,,,,,,9,,,9,,,,1,600,,,1,600,600,8,1737,,,8,1737,217.125,1,16,1582,5332,9276,,,,8,139,1139,155,254,1217,906,0,0,407,541,63985,1256474
1997,1998,,Peoria,0,,0,,1,,1,1,1,182,14,,60,256,57,1,313,10,,4,17,96,9,336,165,142,21,163,2,,,,,,2,39,5,3,36,29,8,923194,,,2,203,1,58,3,363,2,90,1,17426,1,4,5,1624,,,,26,,,26,1,152,152,6,2590,,,6,2590,431.6666667,48,12478,,,48,12478,259.9583333,,,3409,13589,32244,5,,,45,726,3216,513,578,3211,3114,0,0,1270,2298,230481,1436473
