Year,Year_OCD,Diocese,Cd,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abts:Ret,Priests: Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Tm,PrshwoResPstr:Lay,Ms,PstrCenter,Completely Vacant,NewPrshCreat,Clsd Prsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcss,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,TColl/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Schlstics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop,,,,,,,,,,,,,
1995,1996,Oklahoma City (Archdiocese),,1,1,,,,,3,85,5,2,24,116,33,3,2,1,,,52,10,161,74,62,10,1,1,,,,,45,1,,1,,,20,94,4,358560,,,3,292,,,2,423,,,,,1,25,,,,,,13,1,1,14,1,315,1,654,1,302,16,3263,1,325,,,2781,8081,15735,5,,2,17,225,1784,335,539,1919,1346,322,355,677,785,89536,1948159,,,,,,,,,,,,,
1995,1996,Omaha (Archdiocese),,1,1,,,1,1,1,163,15,,53,231,125,9,,,1,1,130,28,420,154,117,5,31,1,,,,,,,,,,,,,5,197903,,,4,1937,,,,,5,5708,6,20493,,,2,581806,,,,36,,,36,2,7335,14,3343,5,2031,61,15638,1,195,1,33,3559,15585,47755,17,3,3,50,1389,4140,395,512,4338,3427,964,582,1546,1772,208212,799958,,,,,,,,,,,,,
1995,1996,Orange,,,,1,1,,1,1,121,5,1,54,181,89,33,3,9,,14,50,9,365,53,45,8,,,,,,,5,4,,,,,37,133,3,122431,,,1,65,,,1,100,5,14752,3,246165,2,51,1,100,,,,44,2,17,61,1,100,3,4563,3,1071,35,12572,2,697,,,5735,26003,50802,7,,4,58,864,16708,851,617,10128,3824,2582,821,3403,2582,595101,2543168,,,,,,,,,,,,,
1995,1996,Orlando,,,,1,,1,,,96,5,,19,120,49,19,4,,4,,106,4,132,70,60,10,,,,,,,9,,,,,2,50,162,,,,,1,200,,,12,900,,,6,21000,,,8,773,,,,13,,,13,,,4,2291,,,31,10312,,,1,65,3715,19707,36103,4,,,35,678,5405,530,787,5260,3351,1024,712,1736,3281,303525,2707836,,,,,,,,,,,,,
1995,1996,Our Lady of Lebanon of L.A.,,,,1,,,,,25,,,5,30,5,,,,,7,,,,25,21,4,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,368,28,23,161,311,95,36,131,137,21860,,,,,,,,,,,,,,
1995,1996,Owensboro,,,,1,,,,,61,5,,15,81,10,,4,,,,,2,262,78,48,4,24,,,2,,,,2,,,,,,,2,140000,2,8000,2,177,,,3,136,,,2,16000,,,,,,,,16,,,16,1,679,3,1018,,,19,4373,,,,,1108,3177,10371,1,,,8,285,918,173,250,997,986,227,240,467,802,50061,778235,,,,,,,,,,,,,
1995,1996,Palm Beach,,,,1,,,,,78,2,,12,92,42,18,5,,3,,15,2,182,46,41,5,,,,,,,5,,,,,,23,48,1,17229,,,1,120,,,1,4,1,57,20,27564,1,6,,,1,17,59,8,,,25,,,3,1753,,,14,5051,2,650,,,2591,13480,23550,17,,,30,381,4358,280,248,3515,1552,875,378,1253,2447,205455,1254071,,,,,,,,,,,,,
1995,1996,Parma-Byzantine,,,,1,,,,,33,,,6,39,2,1,1,,1,4,4,,12,39,27,3,9,,,,,,2,,,,,,,,,,,,,,,,1,108,,,6,11300,,,,,,,,2,,,2,,,,,,,2,343,,,,,219,938,1502,,,,5,13,185,12,58,198,179,43,18,61,214,12788,,,,,,,,,,,,,,
1995,1996,Passaic - Byzantine,,,,1,,,1,,77,6,,13,96,23,,5,1,,,18,,14,101,69,7,24,1,,,,,6,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,8,,,1,500,,,4,1042,,,,,653,2163,4366,2,,,14,39,427,35,,415,485,122,49,171,655,69450,,,,,,,,,,,,,,
1995,1996,Paterson,,,,1,,,2,5,193,22,,59,274,205,14,3,,3,24,139,34,961,111,98,12,1,,,,,,,5,,,,5,54,115,3,694820,,,9,467,2,56,20,900,2,48191,13,107548,8,60,,,,,,6,4,11,17,2,1582,5,2480,5,1600,58,15968,3,535,,,8561,31435,62178,35,,17,218,1094,8504,169,319,6674,3792,1689,671,2360,3579,373911,1038500,,,,,,,,,,,,,
1995,1996,Pensacola-Tallahassee,,,,1,,,,,53,10,,1,74,10,22,,,,,53,7,62,49,40,7,2,,,,,,9,,,,,,,,1,101990,,,3,253,,,,,,,7,49577,,,3,147,,,,12,,,12,,,1,544,,,8,2495,,,1,14,1297,4791,9153,,,1,16,178,986,151,265,1167,813,180,193,373,525,61688,1236417,,,,,,,,,,,,,
1995,1996,Peoria,,,,1,,1,1,1,170,13,,59,242,57,1,6,,12,,86,10,314,166,135,15,16,,,,,,39,5,,,,2,47,50,8,939,46,,2,199,1,57,3,424,2,137,1,18654,1,,4,1717,,,,50,,4,54,1,156,6,2593,1,81,48,12637,,,,,3939,13186,32646,6,,,57,873,3613,494,597,3348,3362,750,641,1391,2279,234161,1432327,,,,,,,,,,,,,
1995,1996,Philadelphia (Archdiocese),1,,,,2,2,2,,629,35,3,180,847,463,28,5,2,8,10,137,169,4174,287,263,21,3,,,,,,7,17,,,1,,,,7,744008,,,18,2800,5,992,1,88,2,1660,13,162118,4,321,153,28382,1,90,103,,1,16,106,11,32296,25,22849,15,6460,224,87010,21,4983,5,400,7414,49133,210651,246,1,71,995,8137,18263,951,795,13090,12284,5368,2410,7778,12739,1422673,3793086,,,,,,,,,,,,,
1995,1996,Philadelphia-Ukrainian,,1,,,1,,,,46,1,,12,59,11,13,,,,,5,3,85,78,49,2,27,,,,,,,,,,,,2,,,,,,1,45,,,2,64,,,,,,,,,1,2,14,,,,2,1,650,,,1,336,7,1529,,,,,368,1846,4729,1,,,24,280,341,16,8,402,349,138,39,177,545,69684,,,,,,,,,,,,,,
1995,1996,Phoenix,,,1,1,,1,,,96,4,,46,146,106,27,4,,4,6,174,7,238,87,63,19,2,2,,,,,28,,1,,,2,215,336,1,380264,3,85845,8,364,,,22,882,6,546,11,2448437,1,26,,,,,,15,,,15,,,4,2367,1,1159,23,7347,,,,,7162,25261,43311,16,2,1,47,530,10079,487,909,6772,3581,1203,596,1799,3441,381635,2788150,,,,,,,,,,,,,
1995,1996,Pittsburgh,,,,1,2,,,,388,25,1,116,530,140,43,4,1,3,,23,43,1968,218,199,15,4,,,,,,,,,1,3,1,83,194,5,499038,4,3064,11,940,4,417,60,587,4,334,5,99578,1,91,4,190,1,15,,12,,,27,3,15555,8,3888,3,669,110,31392,3,854,2,161,8096,47986,108628,2,,18,174,1995,9719,466,810,9500,8692,2765,1218,3983,8826,760697,2015759,,,,,,,,,,,,,
1995,1996,Pittsburgh - Byzantine,,1,,,,,1,,63,1,,4,68,8,,2,,1,,,4,109,86,58,6,22,,,,,,2,,,1,,,3,,,,,,3,284,,,3,91,,,,,,,,,1,4,7,,,,4,,,,,,,4,704,,,,,650,2734,4092,,,,10,42,579,61,80,430,665,226,62,288,632,90150,,,,,,,,,,,,,,
1995,1996,"Porland, OR (Archdiocese)",,,1,,1,,2,1,105,3,2,41,151,207,21,3,,4,,15,60,579,125,79,38,7,,,,,1,26,1,,,,1,31,124,9,1399882,3,583,4,1098,,,5,23452,9,4452,12,1005014,3,28,,,1,17,90,3,,12,32,2,4526,4,1890,5,2582,41,8447,1,370,,,3638,12568,34053,51,,6,181,1368,4529,700,558,3525,2252,803,652,1455,2164,278505,2683900,,,,,,,,,,,,,
1995,1996,"Portland, ME",,,,1,1,1,,,130,8,,55,193,56,11,1,,2,,11,29,533,141,109,15,16,,,,,1,55,,,1,2,,28,138,3,167129,1,87,8,957,,,4,565,4,84,7,2700,,,,,,,,10,,,10,1,3859,1,225,2,533,18,3871,1,174,,,4431,18259,31362,7,,,54,368,3254,297,309,3445,2484,957,541,1498,3026,244376,1227927,,,,,,,,,,,,,
1995,1996,Providence,,,,1,1,,1,1,219,16,2,85,322,131,13,3,,,,83,125,806,159,147,9,3,,,,,,8,14,,,,2,70,153,1,147000,,,13,854,2,130,7,599,,,9,52668,,,13,149526,2,12,,8,1,3,23,2,7583,4,1710,7,3217,48,11476,4,1302,3,1500,9509,32102,68422,57,,34,132,1282,7002,149,151,6428,4829,2025,446,2471,5752,644789,1003000,,,,,,,,,,,,,
1995,1996,Pueblo,,,,1,,1,,,44,5,1,30,80,37,1,,,,,5,10,96,54,34,18,4,,,1,,,61,,,,,,10,50,9,839152,,,,,,,,,,,1,2520,,,,,,,,7,,,7,,,1,235,1,84,4,1069,1,205,,,2236,5548,9384,,,,18,80,2026,143,311,1436,824,339,166,505,1184,101644,487615,,,,,,,,,,,,,
1995,1996,Raleigh,,,,1,,1,,,45,3,,18,66,47,12,2,,4,,11,6,81,70,40,24,,,,6,,,13,4,,,,,24,39,1,5300,,,,,,,6,619,,,10,38000,,,,,,,,22,,,22,,,1,450,,,17,4394,,,,,2644,11767,19277,,,2,70,200,2505,258,331,2068,1249,380,497,877,596,115494,3476045,,,,,,,,,,,,,
1995,1996,Rapid City,,,,1,,,,,28,1,,12,41,33,4,1,,,5,31,11,83,109,24,14,25,2,,1,,,38,4,2,,,,,,,,,,,,1,6,1,20,2,1400,2,1586,,,2,,,,,12,,,12,,,1,252,1,174,1,486,2,271,,,2189,4528,7912,3,,,9,91,880,38,207,685,446,87,133,220,403,39674,211591,,,,,,,,,,,,,
1995,1996,Reno,,,,1,,,,,15,2,,6,22,11,6,,,,,7,3,50,25,,,,,,,,,9,,,,,,,,1,72670,,,,,,,,,,,,,,,,,,,,,,,,,,1,400,,,4,1104,,,,,677,2932,5404,1,,1,7,82,,,,,,,,,,107064,428255,,,,,,,,,,,,,
1995,1996,Richmond,,,,1,,,1,,137,10,2,20,169,36,8,,,,,15,11,268,124,95,10,8,,,7,,4,26,,,,,,,,4,413664,1,34623,11,1104,1,27,7,707,5,91,7,15307,2,113,,,,,,12,,,12,,,5,1057,4,764,22,7061,1,413,,,5015,18284,32606,2,,,38,511,3223,46,477,3349,1459,476,673,1149,1377,169899,4357000,,,,,,,,,,,,,
1995,1996,Rochester,,,,1,,2,1,,186,5,1,101,293,83,10,1,1,2,3,97,26,773,160,139,8,15,,,3,,1,20,,,,2,,62,176,3,500000,4,1500,3,8000,1,400,,,7,500,3,60000,1,200,,,,,,8,,,8,,,,,7,3394,51,13744,5,748,1,96,3750,32495,54235,12,,9,69,971,6112,357,776,5152,4436,1542,785,2327,4197,349623,1487114,,,,,,,,,,,,,
1995,1996,Rockford,,,,1,,1,1,2,118,3,,33,154,60,5,,1,2,,89,13,364,101,85,7,7,,,1,1,,6,48,,,,,39,67,4,345675,1,373,4,614,,,1,56,1,234,10,273373,2,82,,,,,,14,,1,15,,,6,3358,2,805,41,11979,,,,,4611,21307,42075,13,,2,36,752,5727,247,394,4913,3023,950,549,1499,1979,266842,1177079,,,,,,,,,,,,,
1995,1996,Rockville Centre,,,,1,3,,,,332,44,2,85,463,92,77,4,,4,32,199,106,1576,183,130,3,,,,,,,,,,,,,14,4,4,562684,,,4,3353,4,9292,101,4693,3,1151,38,57563,11,94,83,232620,1,18,29,,,5,23,2,4419,4,3788,9,6966,60,27439,4,1074,2,,5483,101955,151147,6,,61,209,1634,21586,838,,17282,15557,6345,1696,8041,11454,1338526,2816165,,,,,,,,,,,,,
1995,1996,Sacramento,,,,1,,1,1,,121,6,,39,166,72,18,3,1,,95,95,33,241,98,90,7,1,,,,,,42,,,,,,30,59,8,442028,3,33100,1,118,2,114,3,240,3,600,7,950100,,,,,,,,25,2,3,28,,,4,1660,3,2330,48,13851,,,,,2801,17607,39277,15,,23,42,817,8934,764,718,6074,5255,1117,591,1708,2774,372000,2915700,,,,,,,,,,,,,
1995,1996,Saginaw,,,,1,,,,,86,3,1,32,122,15,5,2,,,,14,2,159,110,82,5,10,,,7,,1,,1,,,,,,,1,123607,1,10600,1,100,3,96,7,136,1,43,5,1240,,,,,,,,4,,,4,,,3,1104,,,33,6014,,,,,3909,11095,22126,1,,,25,312,2322,236,339,2302,3733,672,417,1089,1635,148462,685532,,,,,,,,,,,,,
1995,1996,Salina,,,,1,,1,,,53,1,,14,68,21,1,,,,,,1,244,92,39,7,41,,,3,,1,,,,,,,,,1,37000,,,4,349,,,,,,,,,,,,,,,,6,,,6,,,4,414,1,332,12,2130,,,,,2568,6575,12025,8,,,11,203,1067,105,299,1022,901,261,255,516,600,55418,328480,,,,,,,,,,,,,
1995,1996,Salt Lake City,,,,1,,1,1,1,40,5,,11,56,35,10,1,,,,27,14,72,43,30,10,3,,,,,,19,,,,,,18,30,,,,,1,260,,,7,500,3,533,1,193216,,,,,,,,6,1,,6,,,2,1204,,,9,2709,,,,,1509,6991,12419,4,,1,6,219,2009,427,238,1617,1177,255,244,499,480,78475,1964000,,,,,,,,,,,,,
1995,1996,San Angelo,,,,1,,,,,32,11,,11,54,22,2,,,,5,45,,45,49,23,17,6,,,2,,1,24,,,,,,24,11,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,,,3,807,,,,,4062,8957,13830,,,,7,56,2392,144,198,2155,1170,423,126,549,594,78850,677340,,,,,,,,,,,,,
1995,1996,San Antonio (Archdiocese),,1,,,1,2,,,111,13,,27,151,234,50,2,2,1,11,230,106,1025,145,91,51,3,,,,,,39,3,,1,,4,56,126,5,170000,4,42500,7,611,1,120,13,2268,5,2492,7,713284,,,1,80,1,15,21,2,8,23,40,4,10792,3,1105,6,2118,38,11687,4,1619,1,350,11490,37635,76836,40,2,27,185,1302,14363,403,690,10117,5328,2182,561,2743,4633,642824,1766574,,,,,,,,,,,,,
1995,1996,San Bernardino,,,,1,,,,,97,6,1,56,160,104,5,2,,,,83,16,156,100,73,21,2,1,1,2,,,7,,,,,,,,2,403000,,,,,,,,,,,,,,,,,1,6,,10,,,16,,,2,846,,,30,8292,,,,,6840,25721,41715,2,,,46,429,9674,897,981,9205,2701,1722,784,2506,2794,610736,2985280,,,,,,,,,,,,,
1995,1996,San Diego,,,,1,1,,1,1,134,10,,68,212,91,90,3,,,,82,22,352,98,83,15,,,,,,,20,2,,,1,1,55,134,1,478046,3,46612,6,746,3,1086,2,23297,6,218,17,195472,1,46,2,92,1,8,15,11,,,19,1,6416,3,1877,2,1291,42,12781,1,358,1,165,6835,25911,55653,14,,,61,980,12325,1026,625,8962,3503,1918,692,2610,2697,677395,2769131,,,,,,,,,,,,,
1995,1996,San Francisco (Archdiocese),,1,1,,2,,,,153,8,2,61,224,215,45,1,,,56,56,50,888,91,76,15,,,,,,,3,,,,13,,38,63,3,444719,5,800,4,1000,1,65,1,150,3,1000,3,1800000,,,,,1,11,30,3,,,14,3,10870,4,3432,9,4043,60,1933,6,1767,,,2064,15032,56555,96,,20,136,1678,7284,525,626,5167,2744,1611,457,2068,3229,420567,1700000,,,,,,,,,,,,,
1995,1996,San Jose,,,,1,,,,,77,4,2,23,106,216,45,,,,,14,80,435,46,37,9,,,,,,,6,6,,,,,,,3,235565,,,3,275,,,1,200,,,,,,,,,,,,,,,,1,8965,2,1573,4,3851,29,10289,,,,,1768,12455,38901,55,1,2,8,594,8048,437,439,4417,1946,1245,478,1723,1903,374412,1497648,,,,,,,,,,,,,
1995,1996,Santa Fe (Archdiocese),,1,1,,,,1,,73,4,,32,109,98,,,1,,,129,90,304,91,62,21,,4,,3,,1,216,6,,,,3,41,188,4,15834,1,5000,3,206,,,1,75,3,757,3,266364,1,16,,,1,3,19,18,,,21,1,1550,1,1005,2,884,18,4787,,,,,4475,18871,31593,3,,6,32,393,6046,261,311,4918,2322,1123,233,1356,2353,256135,967642,,,,,,,,,,,,,
1995,1996,Santa Rosa,,,,1,,1,,,59,4,,19,82,16,21,,,2,11,22,37,109,43,41,2,,,,,,,22,13,,1,,,4,22,4,340125,,,2,60,1,107,,,1,19,23,380052,2,12,,,,,,18,,,18,,,3,1072,4,994,12,3076,2,97,,,1345,5956,12558,3,,4,17,294,2698,139,101,1692,688,610,292,902,1020,135023,771950,,,,,,,,,,,,,
1995,1996,Savannah,,,,1,,1,,,45,10,,8,63,31,5,,1,3,1,36,18,151,53,37,16,,,,,,,26,1,,,,6,19,12,3,281620,8,113870,,,1,42,,,1,29,15,140000,,,,,,,,7,,,7,,,2,613,3,1375,15,4548,,,,,1034,5091,12668,6,,3,31,357,1391,260,338,1370,1185,229,296,525,580,67884,2439868,,,,,,,,,,,,,
1995,1996,Scranton,,,,1,1,2,,,273,25,,67,365,101,20,3,,3,,35,9,902,200,189,7,4,,,,,,86,25,,,2,,67,,7,669469,3,99752,7,767,7,947,2,156,10,2493,4,168790,1,145,,,1,8,8,13,2,40,61,4,12026,9,3444,2,817,55,13519,4,183,1,15,10949,24956,65970,55,,2,268,1821,5012,263,289,4516,4331,1483,655,2138,5150,367295,1038249,,,,,,,,,,,,,
1995,1996,Seattle (Archdiocese),,1,1,,,,1,2,124,3,,63,190,127,22,2,,1,,71,34,846,137,85,16,25,,,8,,3,30,7,,,,,5,3,9,101000,,,18,880,,,5,1854,14,109,18,95500,1,30,,,,,,19,,,19,2,7406,3,2231,6,2809,54,15407,2,636,,,5600,26600,60708,52,,12,42,1439,6680,1182,693,5597,2266,1054,1184,2238,2805,367500,4213450,,,,,,,,,,,,,
1995,1996,Shreveport,,,,1,,,,,31,2,,9,42,12,4,1,,1,,7,,49,31,22,8,1,,,,,,15,2,,,,,3,15,2,160546,1,60,1,130,,,4,168,2,20,17,7608,1,184,2,1306,,,,3,,,3,,,2,772,,,11,2596,,,,,773,2505,6649,1,,,9,209,582,78,195,702,561,124,125,249,323,37875,780685,,,,,,,,,,,,,
1995,1996,Sioux City,,,,1,,,,,121,13,,48,182,1,,1,,2,,33,,130,118,95,1,24,,,,4,,10,6,,,4,,17,7,3,315000,,,3,224,,,1,100,,,,,,,,,,,,7,,,7,1,1144,8,2376,,,29,6823,,,,,3450,8415,22215,6,,,48,514,1752,128,228,1836,1472,399,321,720,1163,100509,472136,,,,,,,,,,,,,
1995,1996,Sioux Falls,,,,1,,1,1,2,83,6,,42,131,37,9,2,,1,,24,12,478,156,69,17,57,1,,4,8,,,,,,,1,23,1,9,250000,,,9,2100,,,4,105,1,,5,100000,1,15,,,,,,20,,,20,2,1424,3,966,,,23,4010,,,,,7289,11925,25634,4,,,11,257,1917,92,279,2050,1899,392,378,770,1156,118596,500000,,,,,,,,,,,,,
1995,1996,Spokane,,,,1,,,,1,48,7,1,29,85,98,2,2,,,,48,13,299,78,41,4,25,2,,1,,2,5,1,2,,,,3,4,6,319981,2,16103,11,1416,14,805,14,791,2,206,3,13011,,,1,633,1,19,4,6,1,18,43,1,4319,1,891,1,432,16,3104,,,,,1721,4431,14941,16,5,13,8,71,1414,361,142,811,363,283,171,454,1436,81623,709983,,,,,,,,,,,,,
1995,1996,"Springfield, IL",,,,1,,,,,105,9,1,37,152,64,3,1,,,,2,19,721,167,88,15,59,,,5,,,,,,,2,2,47,40,8,829549,,,3,408,1,100,1,230,1,135,,,1,93,,,,,,16,1,12,28,2,1630,3,899,4,1749,54,12434,,,,,2814,9643,29197,1,,2,47,665,2821,316,447,2908,2527,624,691,1315,1882,174328,1106124,,,,,,,,,,,,,
1995,1996,"Springfield, MA",,,,1,,1,,,157,13,,48,218,61,2,2,,,,43,14,659,135,115,8,11,1,,,,,15,1,,,,3,51,39,2,273382,1,140,5,385,1,105,1,94,1,145,2,52198,1,300,,,,,,10,1,5,15,1,1251,4,2137,,,30,8271,,,1,1200,9655,25072,47601,3,,,80,588,4612,163,310,4219,3059,1295,373,1668,4281,315620,802611,,,,,,,,,,,,,
1995,1996,Springfield-Cape Girardeau,,,,1,,,1,2,61,4,,14,79,65,2,,,,,6,79,140,64,45,15,4,,,,,,21,,,,,2,27,10,5,259188,,,2,279,1,348,1,1427,,,,,,,1,20000,,,,7,2,12,19,,,3,788,,,23,3725,,,,,1499,3738,9769,2,,,11,233,666,540,235,1343,695,173,232,405,541,54113,1050206,,,,,,,,,,,,,
1995,1996,St. Augustine,,,,1,,,,,70,13,,6,89,19,4,,,,,21,2,122,50,46,4,,,,,,,9,,,,,,,,1,251146,,,2,1004,,,,,,,3,40000,4,21,3,225,,,,12,,,12,,,2,1558,,,23,6752,,,1,110,1664,8092,18188,1,1,,18,391,1837,356,455,2025,1748,395,394,789,972,114146,1471265,,,,,,,,,,,,,
1995,1996,St. Cloud,,,,1,,1,1,2,104,5,1,39,149,132,6,2,,,,27,67,595,141,87,18,36,,,,,,,,,,,,15,58,4,141149,,,11,1219,,,2,100,4,100,6,21981,5,66,1,85,,,,3,1,9,12,2,3630,1,403,1,174,35,6141,,,1,25,8112,17538,36035,36,,16,45,630,2566,92,246,2935,2861,744,377,1121,1354,149250,433427,,,,,,,,,,,,,
1995,1996,St. George's in Canton Romanian,,,,,,1,,,15,3,,6,24,,,,,,,2,,,18,8,,7,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,5,48,54,,,,,,32,4,22,17,18,11,5,16,35,5300,,,,,,,,,,,,,,
1995,1996,St. Josaphat in Parma - Ukrainian,,,,1,,,,,30,1,,8,39,1,4,,,,1,8,10,7,35,27,1,7,,,,,,2,,,,,,2,,,,,,2,137,,,,,,,,,,,,,,,,1,,,1,,,,,,,2,285,,,,,104,242,632,,,,2,22,124,5,3,107,,45,18,63,249,11540,,,,,,,,,,,,,,
1995,1996,St. Louis (Archdiocese),1,1,,,2,2,1,1,389,9,7,103,508,408,6,5,4,2,12,193,191,2372,227,203,24,,,,,,,9,,,,,,,,12,1181343,,,11,33680,10,3612,17,2500,13,4490,19,103155,1,72,,,2,23,30,1,2,23,47,2,12505,14,6453,15,8362,150,36101,5,2310,4,365,746,21930,88819,45,,,218,3245,7079,1761,,8347,7661,2058,1016,3074,4814,558800,2094599,,,,,,,,,,,,,
1995,1996,"St. Maron, Brooklyn",,1,,,,,,,43,5,,11,59,10,,1,,,,8,1,8,33,33,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,,,,4,,,,,,,,,,,,,146,735,885,,,,,,374,22,77,217,269,82,21,103,173,30000,,,,,,,,,,,,,,
1995,1996,St. Nicholas Chicago - Ukrainian,,,,1,,1,1,,16,,,9,34,12,,1,,,,13,4,7,33,20,4,9,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,1,72,,,2,470,,,,,65,203,738,,,,4,39,124,2,,160,126,60,6,66,140,12000,,,,,,,,,,,,,,
1995,1996,St. Paul and Minneapolis (Archdiocese),,1,1,1,1,1,,,246,9,4,92,351,141,27,3,,,6,169,66,1203,223,177,31,15,,,,,,5,4,,,,2,86,504,3,121790,,,4,584,1,3821,,,4,,5,,,,,,2,53,83,,,,53,3,1399,7,4137,4,2310,89,26573,1,263,,,21192,44366,112893,5,,14,137,2514,11767,549,1812,10450,7224,2539,1537,4076,4774,709028,2642538,,,,,,,,,,,,,
1995,1996,St. Petersburg,,,,1,,2,1,1,106,9,,21,136,150,72,2,1,2,1,68,56,361,71,59,12,,,,,,,5,1,,,,,,,2,33012,7,37719,7,1532,2,7,13,1400,221,210,35,400851,,,1,1600,,,,14,,,14,1,1461,3,1666,2,967,40,10423,4,1234,2,142,2932,20139,38978,10,,4,60,869,4698,693,451,4662,3059,1020,815,1835,4323,351596,2298013,,,,,,,,,,,,,
1995,1996,St. Thomas the Apostle,,,,1,,,,,16,1,,1,18,,,1,,,,,,14,12,11,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1124,8,,832,832,310,16,326,144,60000,,,,,,,,,,,,,,
1995,1996,Stamford-Ukrainian,,,,1,,,,,26,,,11,37,16,29,2,,,2,5,3,40,51,44,3,4,,,,,,3,2,,,,,,,,,,,1,30,,,1,44,,,1,45,,,,,1,34,,4,,,38,,,1,140,,,4,462,,,,,28,985,1653,,,,6,28,203,18,10,167,221,70,20,90,379,32296,,,,,,,,,,,,,,
1995,1996,Steubenville,,,,1,,1,,,67,13,1,45,126,16,2,,,,1,4,8,91,74,72,,2,,,,,,3,,,,,1,6,6,1,74025,,,1,87,,,,,,,1,10897,1,62,,,,,,7,,,7,1,1950,3,710,,,16,2295,,,,,1180,2823,8965,,,,12,199,723,427,1150,917,1178,207,193,400,751,45878,518470,,,,,,,,,,,,,
1995,1996,Stockton,,,,1,,,,,46,2,,12,60,22,12,3,,3,,26,4,63,32,24,3,5,,,,,,16,2,,,,1,24,13,3,312914,,,2,283,,,,,,,1,25000,,,,,,,,12,,,12,,,2,1314,,,12,3430,,,,,1241,9676,15673,3,,2,28,206,5089,408,196,3187,2256,676,203,879,1435,174160,1025596,,,,,,,,,,,,,
1995,1996,Superior,,,,1,,,,,53,3,,21,77,19,,1,,,5,41,1,121,116,50,11,52,,,1,,2,,,,,,,14,27,4,85282,,,2,380,,,7,350,,,5,665,7,770,10,2300,,,,18,,,18,,,,,,,18,3194,,,,,3906,9177,16295,,,,22,185,1155,271,126,1530,1207,345,207,552,1231,86852,381350,,,,,,,,,,,,,
1995,1996,Syracuse,,,,1,1,2,,,232,20,1,53,306,44,,1,,,4,64,18,514,172,165,7,3,,,,,,18,10,,,,,,,3,650000,,,,,,,1,99,7,401,8,56616,16,562,2,3444,,,,13,1,14,27,1,2825,5,2618,1,726,39,9024,,,,,7544,38967,61731,12,,7,100,825,6635,301,581,6259,4214,1896,779,2675,4745,372665,1223591,,,,,,,,,,,,,
1995,1996,Toledo,,,,1,1,1,,,150,7,2,58,217,61,6,1,,3,8,196,10,876,163,107,12,34,1,,9,,,,,,,,9,,,8,803241,,,3,423,1,60,,,,,13,4073,,,,,,,,15,,5,20,1,1670,10,4110,4,2776,83,25530,4,705,,,3255,13024,46403,22,,,176,1732,4441,637,,5902,4780,1250,958,2208,3004,323772,1479041,,,,,,,,,,,,,
1995,1996,Trenton,,,,1,,1,,,169,19,,58,246,81,39,2,,2,8,198,63,548,125,108,15,2,,,,,,15,,,1,,,,,1,144179,1,2750,1,160,8,20,2,192,8,1995,10,19066,,,1,4562,,,,15,,,15,1,2509,8,6369,3,1135,55,21184,2,452,7,200,760,50724,83348,,,23,202,1317,10541,368,887,9966,8289,2449,831,3280,6534,659575,1763249,,,,,,,,,,,,,
