Madison,103,23,20,20,21,19,11,6,6,12,20,24,30,26,25,24,26,35,32,33
Manchester,68,20,16,19,20,18,18,20,13,12,14,9,8,10,7,9,10,12,13,9
Marquette,12,9,8,10,11,9,9,12,14,10,12,12,9,5,9,11,10,10,8,9
Memphis,11,10,10,10,11,7,8,5,9,8,14,16,18,24,24,24,28,26,25,7
Metuchen,65,14,13,15,19,27,15,12,13,7,7,10,11,13,11,16,11,13,11,15
Miami,36,,,,59,69,71,63,58,50,43,44,41,34,,34,50,60,58,58
Miami (Archdiocese),,33,37,37,,,,,,,,,,,,,,,,
Military Services USA,,,,,,,,,,,,,,,,,,,,
Milwaukee,59,,,,28,27,41,39,41,164,150,37,189,203,176,161,192,193,151,151
Milwaukee (Archdiocese),,28,28,20,,,,,,,,,,,,,,,,
Mobile,23,,,,18,10,10,8,10,8,14,13,19,19,18,21,22,22,22,22
Mobile (Archdiocese),,15,18,17,,,,,,,,,,,,,,,,
Monterey,11,14,13,16,13,,,,,,,,,,,,,,,
Monterey in California,,,,,,13,14,15,15,12,11,8,8,10,10,8,13,16,21,20
Nashville,9,8,5,10,7,4,5,8,10,11,15,15,20,19,17,20,26,33,35,26
New Orleans,73,,,,53,54,65,57,60,56,56,44,37,40,34,42,48,47,43,47
New Orleans (Archdiocese),,47,41,56,,,,,,,,,,,,,,,,
New Ulm,7,6,7,9,8,11,8,8,6,6,6,6,5,9,9,7,8,7,6,6
New York,211,,,,203,219,65,38,100,159,49,174,168,148,178,179,164,123,118,118
New York (Archdiocese),,68,83,89,,,,,,,,,,,,,,,,
Newark,117,,,,123,140,127,137,122,114,112,116,125,125,142,136,143,136,133,111
Newark (Archdiocese),,116,131,124,,,,,,,,,,,,,,,,
Newton (Melkite U.S.),,6,3,3,1,,1,1,2,2,2,2,2,3,3,3,3,2,1,2
Newton Melkite-Greek,12,,,,,,,,,,,,,,,,,,,
Norwich,72,43,11,14,10,42,18,10,,,26,8,8,29,35,40,31,36,31,25
Oakland,87,88,89,89,91,91,15,19,17,284,284,435,459,432,399,411,363,341,133,52
Ogdensburg,11,14,18,13,18,12,12,9,6,6,7,7,7,5,5,3,7,6,3,4
Oklahoma City,19,,,,16,12,12,15,16,14,17,19,18,15,18,20,22,24,24,17
Oklahoma City (Archdiocese),,14,9,16,,,,,,,,,,,,,,,,
Omaha,45,,,,45,34,35,31,33,30,24,24,25,26,28,32,28,29,29,29
Omaha (Archdiocese),,36,50,40,,,,,,,,,,,,,,,,
Orange,122,61,61,58,,,,,,,,,,,,,,,,
Orange in California,,,,,58,38,33,32,29,56,48,44,46,27,30,35,33,33,38,38
Orlando,18,13,19,16,14,12,15,17,20,16,15,17,22,19,25,25,36,33,24,35
Our Lady of Deliverance - Syriac,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,
Our Lady of Lebanon of L.A.,,6,4,9,7,7,6,8,4,3,2,3,3,4,4,,,,,
Our Lady of Lebanon of Los Angeles,,,,,,,,,,,,,,,,5,4,4,4,3
Our Lady of Nareg for Armenians,,,,,,,,,,,,,,2,1,1,1,1,,
Owensboro,23,16,12,13,17,19,14,10,4,4,10,13,13,16,16,19,17,15,16,12
Palm Beach,9,25,24,22,24,25,29,21,16,15,15,11,14,16,17,15,15,20,10,8
Parma-Byzantine,3,2,3,3,3,1,1,1,,,,2,1,1,2,2,3,2,2,2
Passaic - Byzantine,10,8,8,7,4,3,3,,2,3,2,2,1,,,3,2,2,1,1
Paterson,29,17,17,15,15,18,15,11,11,14,35,40,46,45,45,43,63,50,51,70
Pensacola-Tallahassee,6,12,9,14,14,16,12,14,14,17,14,15,14,13,11,11,11,12,13,16
Peoria,57,54,26,31,33,34,34,35,35,35,43,33,33,37,29,24,36,34,30,21
Personal Ordinariate of St. Peter,,,,,,,,,,,,,,,,,,,,
Philadelphia,145,,,,86,79,78,74,60,69,54,48,48,47,60,66,80,55,54,58
Philadelphia (Archdiocese),,106,96,95,,,,,,,,,,,,,,,,
Philadelphia-Ukrainian,,2,18,,26,15,12,10,2,2,3,4,4,2,3,2,2,3,1,1
Philadelphia-Ukranian,2,,,24,,,,,,,,,,,,,,,,
Phoenix,27,15,25,28,26,27,24,18,21,22,22,26,26,22,23,21,24,26,25,30
Pittsburgh,39,27,26,29,31,27,28,27,28,26,21,25,29,29,30,34,37,43,40,35
Pittsburgh - Byzantine,7,4,3,5,6,3,3,1,1,,1,2,2,2,1,2,1,1,,
Porland OR (Archdiocese),,32,,,,,,,,,,,,,,,,,,
Portland ME,8,10,13,12,10,14,11,10,9,10,10,13,9,6,8,9,9,10,9,7
Portland OR,36,,,,,,,,,,,,,,,,,,,
Portland OR (Archdiocese),,,44,44,,,,,,,,,,,,,,,,
Portland in Oregon,,,,,58,54,61,60,64,68,71,80,80,80,29,83,82,75,58,54
Providence,35,23,16,22,28,27,27,27,31,24,26,22,21,19,20,19,20,19,23,21
Pueblo,7,7,6,8,6,6,6,6,6,12,16,10,6,4,4,7,7,9,9,4
Raleigh,12,22,22,33,27,22,17,15,14,11,14,18,20,15,15,21,23,21,25,27
Rapid City,8,12,14,17,13,13,11,12,8,6,7,6,8,10,13,10,11,11,9,6
Reno,,,4,2,3,7,7,7,7,4,3,4,4,3,5,6,6,5,6,7
Reno-Las Vegas,10,,,,,,,,,,,,,,,,,,,
Richmond,13,12,8,6,5,8,8,10,11,11,15,16,16,16,15,8,14,17,21,23
Rochester,9,8,16,14,10,10,9,5,6,6,6,6,2,6,5,8,13,21,19,19
Rockford,12,15,25,31,38,40,46,46,45,44,43,33,27,23,23,29,22,23,24,22
Rockville Centre,41,23,25,23,19,24,28,30,19,29,28,29,28,22,14,17,17,15,15,12
Romanian - St. George's in Canton,,,,,,,,,,,,,,,,,,,,
Sacramento,27,28,37,44,45,63,48,38,29,52,41,46,38,39,39,156,30,37,42,26
Saginaw,7,4,4,4,4,2,2,4,6,4,10,19,23,23,12,10,6,7,9,7
Salina,10,6,4,6,8,8,9,5,7,8,7,8,8,10,14,17,15,12,9,13
Salt Lake City,20,6,6,7,8,10,13,14,10,13,12,8,9,9,12,6,6,5,7,7
San Angelo,6,4,7,7,10,7,8,6,6,5,5,3,9,12,17,15,13,16,11,14
San Antonio,52,,,,70,54,57,50,52,33,37,52,57,72,51,47,50,57,62,48
San Antonio (Archdiocese),,40,63,64,,,,,,,,,,,,,,,,
San Bernardino,,16,14,16,18,21,23,11,16,27,28,29,28,35,36,32,42,43,40,43
San Diego,28,19,14,12,14,14,13,14,11,15,5,4,11,7,7,8,6,17,15,15
San Francisco,18,,,,18,14,17,20,18,24,26,29,19,18,18,23,20,17,13,14
